geo,ind,unit,grp,value,flag,usable
NL,I_IUAIPR,PC_IND_IUAI,F_Y16_74,57.69,,True
NO,I_IUAIPR,PC_IND_IUAI,F_Y16_74,79.18,,True
PL,I_IUAIPR,PC_IND_IUAI,F_Y16_74,79.96,,True
PT,I_IUAIPR,PC_IND_IUAI,F_Y16_74,83.33,,True
RO,I_IUAIPR,PC_IND_IUAI,F_Y16_74,81.94,,True
RS,I_IUAIPR,PC_IND_IUAI,F_Y16_74,67.92,,True
SE,I_IUAIPR,PC_IND_IUAI,F_Y16_74,75.86,,True
SI,I_IUAIPR,PC_IND_IUAI,F_Y16_74,78.23,,True
SK,I_IUAIPR,PC_IND_IUAI,F_Y16_74,73.16,,True
TR,I_IUAIPR,PC_IND_IUAI,F_Y16_74,77.37,,True
XK,I_IUAIPR,PC_IND_IUAI,F_Y16_74,89.61,,True
AL,I_IUAIWP,PC_IND,F_Y16_74,9.12,,True
AT,I_IUAIWP,PC_IND,F_Y16_74,18.46,,True
BA,I_IUAIWP,PC_IND,F_Y16_74,7.85,,True
BE,I_IUAIWP,PC_IND,F_Y16_74,19.55,,True
BG,I_IUAIWP,PC_IND,F_Y16_74,7.79,,True
CH,I_IUAIWP,PC_IND,F_Y16_74,30.45,,True
CY,I_IUAIWP,PC_IND,F_Y16_74,22.57,,True
CZ,I_IUAIWP,PC_IND,F_Y16_74,11.73,,True
DE,I_IUAIWP,PC_IND,F_Y16_74,13.76,,True
DK,I_IUAIWP,PC_IND,F_Y16_74,22.12,,True
EA,I_IUAIWP,PC_IND,F_Y16_74,15.08,,True
EE,I_IUAIWP,PC_IND,F_Y16_74,24.88,,True
EL,I_IUAIWP,PC_IND,F_Y16_74,14.0,,True
ES,I_IUAIWP,PC_IND,F_Y16_74,17.47,,True
EU27_2020,I_IUAIWP,PC_IND,F_Y16_74,13.87,,True
FI,I_IUAIWP,PC_IND,F_Y16_74,24.19,,True
FR,I_IUAIWP,PC_IND,F_Y16_74,16.92,,True
HR,I_IUAIWP,PC_IND,F_Y16_74,8.53,,True
HU,I_IUAIWP,PC_IND,F_Y16_74,12.67,,True
IE,I_IUAIWP,PC_IND,F_Y16_74,17.51,,True
IT,I_IUAIWP,PC_IND,F_Y16_74,6.99,,True
LT,I_IUAIWP,PC_IND,F_Y16_74,19.24,,True
LU,I_IUAIWP,PC_IND,F_Y16_74,22.97,,True
LV,I_IUAIWP,PC_IND,F_Y16_74,13.58,,True
MK,I_IUAIWP,PC_IND,F_Y16_74,9.95,,True
MT,I_IUAIWP,PC_IND,F_Y16_74,30.07,,True
NL,I_IUAIWP,PC_IND,F_Y16_74,24.26,,True
NO,I_IUAIWP,PC_IND,F_Y16_74,31.81,,True
PL,I_IUAIWP,PC_IND,F_Y16_74,6.96,,True
PT,I_IUAIWP,PC_IND,F_Y16_74,20.04,,True
RO,I_IUAIWP,PC_IND,F_Y16_74,4.68,,True
RS,I_IUAIWP,PC_IND,F_Y16_74,5.42,,True
SE,I_IUAIWP,PC_IND,F_Y16_74,18.26,,True
SI,I_IUAIWP,PC_IND,F_Y16_74,15.65,,True
SK,I_IUAIWP,PC_IND,F_Y16_74,9.57,,True
TR,I_IUAIWP,PC_IND,F_Y16_74,4.84,,True
XK,I_IUAIWP,PC_IND,F_Y16_74,19.15,,True
AL,I_IUAIWP,PC_IND_IU3,F_Y16_74,10.57,,True
AT,I_IUAIWP,PC_IND_IU3,F_Y16_74,19.45,,True
BA,I_IUAIWP,PC_IND_IU3,F_Y16_74,8.87,,True
BE,I_IUAIWP,PC_IND_IU3,F_Y16_74,20.4,,True
BG,I_IUAIWP,PC_IND_IU3,F_Y16_74,9.02,,True
CH,I_IUAIWP,PC_IND_IU3,F_Y16_74,30.76,,True
CY,I_IUAIWP,PC_IND_IU3,F_Y16_74,24.05,,True
CZ,I_IUAIWP,PC_IND_IU3,F_Y16_74,12.37,,True
DE,I_IUAIWP,PC_IND_IU3,F_Y16_74,14.6,,True
DK,I_IUAIWP,PC_IND_IU3,F_Y16_74,22.16,,True
EA,I_IUAIWP,PC_IND_IU3,F_Y16_74,16.03,,True
EE,I_IUAIWP,PC_IND_IU3,F_Y16_74,26.26,,True
EL,I_IUAIWP,PC_IND_IU3,F_Y16_74,15.79,,True
ES,I_IUAIWP,PC_IND_IU3,F_Y16_74,18.09,,True
EU27_2020,I_IUAIWP,PC_IND_IU3,F_Y16_74,14.8,,True
FI,I_IUAIWP,PC_IND_IU3,F_Y16_74,24.56,,True
FR,I_IUAIWP,PC_IND_IU3,F_Y16_74,17.74,,True
HR,I_IUAIWP,PC_IND_IU3,F_Y16_74,10.04,,True
HU,I_IUAIWP,PC_IND_IU3,F_Y16_74,13.69,,True
IE,I_IUAIWP,PC_IND_IU3,F_Y16_74,17.54,,True
IT,I_IUAIWP,PC_IND_IU3,F_Y16_74,7.78,,True
LT,I_IUAIWP,PC_IND_IU3,F_Y16_74,21.05,,True
LU,I_IUAIWP,PC_IND_IU3,F_Y16_74,23.26,,True
LV,I_IUAIWP,PC_IND_IU3,F_Y16_74,14.17,,True
MK,I_IUAIWP,PC_IND_IU3,F_Y16_74,10.67,,True
MT,I_IUAIWP,PC_IND_IU3,F_Y16_74,31.34,,True
NL,I_IUAIWP,PC_IND_IU3,F_Y16_74,24.33,,True
NO,I_IUAIWP,PC_IND_IU3,F_Y16_74,32.09,,True
PL,I_IUAIWP,PC_IND_IU3,F_Y16_74,7.75,,True
PT,I_IUAIWP,PC_IND_IU3,F_Y16_74,22.45,,True
RO,I_IUAIWP,PC_IND_IU3,F_Y16_74,5.02,,True
RS,I_IUAIWP,PC_IND_IU3,F_Y16_74,6.11,,True
SE,I_IUAIWP,PC_IND_IU3,F_Y16_74,18.53,,True
SI,I_IUAIWP,PC_IND_IU3,F_Y16_74,17.1,,True
SK,I_IUAIWP,PC_IND_IU3,F_Y16_74,10.35,,True
TR,I_IUAIWP,PC_IND_IU3,F_Y16_74,5.56,,True
XK,I_IUAIWP,PC_IND_IU3,F_Y16_74,19.33,,True
AL,I_IUAIWP,PC_IND_IUAI,F_Y16_74,35.76,,True
AT,I_IUAIWP,PC_IND_IUAI,F_Y16_74,49.47,,True
BA,I_IUAIWP,PC_IND_IUAI,F_Y16_74,43.53,,True
BE,I_IUAIWP,PC_IND_IUAI,F_Y16_74,47.18,,True
BG,I_IUAIWP,PC_IND_IUAI,F_Y16_74,35.9,,True
CH,I_IUAIWP,PC_IND_IUAI,F_Y16_74,70.03,,True
CY,I_IUAIWP,PC_IND_IUAI,F_Y16_74,53.13,,True
CZ,I_IUAIWP,PC_IND_IUAI,F_Y16_74,35.2,,True
DE,I_IUAIWP,PC_IND_IUAI,F_Y16_74,46.49,,True
DK,I_IUAIWP,PC_IND_IUAI,F_Y16_74,49.72,,True
EA,I_IUAIWP,PC_IND_IUAI,F_Y16_74,46.84,,True
EE,I_IUAIWP,PC_IND_IUAI,F_Y16_74,52.49,,True
EL,I_IUAIWP,PC_IND_IUAI,F_Y16_74,32.86,,True
ES,I_IUAIWP,PC_IND_IUAI,F_Y16_74,48.64,,True
EU27_2020,I_IUAIWP,PC_IND_IUAI,F_Y16_74,45.57,,True
FI,I_IUAIWP,PC_IND_IUAI,F_Y16_74,53.75,,True
FR,I_IUAIWP,PC_IND_IUAI,F_Y16_74,48.02,,True
HR,I_IUAIWP,PC_IND_IUAI,F_Y16_74,30.26,,True
HU,I_IUAIWP,PC_IND_IUAI,F_Y16_74,47.83,,True
IE,I_IUAIWP,PC_IND_IUAI,F_Y16_74,43.46,,True
IT,I_IUAIWP,PC_IND_IUAI,F_Y16_74,38.16,,True
LT,I_IUAIWP,PC_IND_IUAI,F_Y16_74,51.23,,True
LU,I_IUAIWP,PC_IND_IUAI,F_Y16_74,58.22,,True
LV,I_IUAIWP,PC_IND_IUAI,F_Y16_74,42.11,,True
MK,I_IUAIWP,PC_IND_IUAI,F_Y16_74,41.08,,True
MT,I_IUAIWP,PC_IND_IUAI,F_Y16_74,63.45,,True
NL,I_IUAIWP,PC_IND_IUAI,F_Y16_74,57.85,,True
NO,I_IUAIWP,PC_IND_IUAI,F_Y16_74,60.39,,True
PL,I_IUAIWP,PC_IND_IUAI,F_Y16_74,36.44,,True
PT,I_IUAIWP,PC_IND_IUAI,F_Y16_74,53.22,,True
RO,I_IUAIWP,PC_IND_IUAI,F_Y16_74,29.24,,True
RS,I_IUAIWP,PC_IND_IUAI,F_Y16_74,36.39,,True
SE,I_IUAIWP,PC_IND_IUAI,F_Y16_74,47.39,,True
SI,I_IUAIWP,PC_IND_IUAI,F_Y16_74,40.83,,True
SK,I_IUAIWP,PC_IND_IUAI,F_Y16_74,35.0,,True
TR,I_IUAIWP,PC_IND_IUAI,F_Y16_74,29.52,,True
XK,I_IUAIWP,PC_IND_IUAI,F_Y16_74,45.02,,True
AL,I_IUAI,PC_IND,F_Y20_24,52.92,,True
AT,I_IUAI,PC_IND,F_Y20_24,75.22,,True
BA,I_IUAI,PC_IND,F_Y20_24,64.66,,True
BE,I_IUAI,PC_IND,F_Y20_24,75.9,,True
BG,I_IUAI,PC_IND,F_Y20_24,41.97,,True
CH,I_IUAI,PC_IND,F_Y20_24,76.04,,True
CY,I_IUAI,PC_IND,F_Y20_24,81.86,,True
CZ,I_IUAI,PC_IND,F_Y20_24,75.3,,True
DE,I_IUAI,PC_IND,F_Y20_24,56.76,,True
DK,I_IUAI,PC_IND,F_Y20_24,75.95,,True
EA,I_IUAI,PC_IND,F_Y20_24,65.71,,True
EE,I_IUAI,PC_IND,F_Y20_24,76.75,,True
EL,I_IUAI,PC_IND,F_Y20_24,87.01,,True
ES,I_IUAI,PC_IND,F_Y20_24,78.45,,True
EU27_2020,I_IUAI,PC_IND,F_Y20_24,62.54,,True
FI,I_IUAI,PC_IND,F_Y20_24,74.69,,True
FR,I_IUAI,PC_IND,F_Y20_24,72.24,,True
HR,I_IUAI,PC_IND,F_Y20_24,62.81,,True
HU,I_IUAI,PC_IND,F_Y20_24,64.94,,True
IE,I_IUAI,PC_IND,F_Y20_24,81.04,,True
IT,I_IUAI,PC_IND,F_Y20_24,43.62,,True
LT,I_IUAI,PC_IND,F_Y20_24,76.0,,True
LU,I_IUAI,PC_IND,F_Y20_24,60.16,,True
LV,I_IUAI,PC_IND,F_Y20_24,71.09,,True
MK,I_IUAI,PC_IND,F_Y20_24,48.92,u,False
MT,I_IUAI,PC_IND,F_Y20_24,67.32,u,False
NL,I_IUAI,PC_IND,F_Y20_24,71.82,,True
NO,I_IUAI,PC_IND,F_Y20_24,85.0,,True
PL,I_IUAI,PC_IND,F_Y20_24,37.29,,True
PT,I_IUAI,PC_IND,F_Y20_24,75.42,,True
RO,I_IUAI,PC_IND,F_Y20_24,36.29,,True
RS,I_IUAI,PC_IND,F_Y20_24,39.38,u,False
SE,I_IUAI,PC_IND,F_Y20_24,56.9,,True
SI,I_IUAI,PC_IND,F_Y20_24,79.88,,True
SK,I_IUAI,PC_IND,F_Y20_24,63.7,u,False
TR,I_IUAI,PC_IND,F_Y20_24,38.05,,True
XK,I_IUAI,PC_IND,F_Y20_24,84.46,,True
AL,I_IUAI,PC_IND_IU3,F_Y20_24,52.92,,True
AT,I_IUAI,PC_IND_IU3,F_Y20_24,75.22,,True
BA,I_IUAI,PC_IND_IU3,F_Y20_24,64.66,,True
BE,I_IUAI,PC_IND_IU3,F_Y20_24,75.9,,True
BG,I_IUAI,PC_IND_IU3,F_Y20_24,43.78,,True
CH,I_IUAI,PC_IND_IU3,F_Y20_24,76.04,,True
CY,I_IUAI,PC_IND_IU3,F_Y20_24,84.51,,True
CZ,I_IUAI,PC_IND_IU3,F_Y20_24,75.3,,True
DE,I_IUAI,PC_IND_IU3,F_Y20_24,57.8,,True
DK,I_IUAI,PC_IND_IU3,F_Y20_24,75.95,,True
EA,I_IUAI,PC_IND_IU3,F_Y20_24,66.25,,True
EE,I_IUAI,PC_IND_IU3,F_Y20_24,76.75,,True
EL,I_IUAI,PC_IND_IU3,F_Y20_24,87.01,,True
ES,I_IUAI,PC_IND_IU3,F_Y20_24,78.71,,True
EU27_2020,I_IUAI,PC_IND_IU3,F_Y20_24,63.02,,True
FI,I_IUAI,PC_IND_IU3,F_Y20_24,74.69,,True
FR,I_IUAI,PC_IND_IU3,F_Y20_24,72.24,,True
HR,I_IUAI,PC_IND_IU3,F_Y20_24,62.81,,True
HU,I_IUAI,PC_IND_IU3,F_Y20_24,66.03,,True
IE,I_IUAI,PC_IND_IU3,F_Y20_24,81.04,,True
IT,I_IUAI,PC_IND_IU3,F_Y20_24,44.34,,True
LT,I_IUAI,PC_IND_IU3,F_Y20_24,76.0,,True
LU,I_IUAI,PC_IND_IU3,F_Y20_24,60.16,,True
LV,I_IUAI,PC_IND_IU3,F_Y20_24,71.8,,True
MK,I_IUAI,PC_IND_IU3,F_Y20_24,48.92,u,False
MT,I_IUAI,PC_IND_IU3,F_Y20_24,67.32,u,False
NL,I_IUAI,PC_IND_IU3,F_Y20_24,71.82,,True
NO,I_IUAI,PC_IND_IU3,F_Y20_24,85.0,,True
PL,I_IUAI,PC_IND_IU3,F_Y20_24,37.29,,True
PT,I_IUAI,PC_IND_IU3,F_Y20_24,75.56,,True
RO,I_IUAI,PC_IND_IU3,F_Y20_24,36.35,,True
RS,I_IUAI,PC_IND_IU3,F_Y20_24,39.38,u,False
SE,I_IUAI,PC_IND_IU3,F_Y20_24,56.9,,True
SI,I_IUAI,PC_IND_IU3,F_Y20_24,80.71,,True
SK,I_IUAI,PC_IND_IU3,F_Y20_24,66.48,u,False
TR,I_IUAI,PC_IND_IU3,F_Y20_24,38.71,,True
XK,I_IUAI,PC_IND_IU3,F_Y20_24,84.46,,True
AL,I_IUAIFE,PC_IND,F_Y20_24,37.56,,True
AT,I_IUAIFE,PC_IND,F_Y20_24,41.43,,True
BA,I_IUAIFE,PC_IND,F_Y20_24,45.46,,True
BE,I_IUAIFE,PC_IND,F_Y20_24,49.42,,True
BG,I_IUAIFE,PC_IND,F_Y20_24,24.72,,True
CH,I_IUAIFE,PC_IND,F_Y20_24,53.6,,True
CY,I_IUAIFE,PC_IND,F_Y20_24,52.52,,True
CZ,I_IUAIFE,PC_IND,F_Y20_24,53.83,,True
DE,I_IUAIFE,PC_IND,F_Y20_24,16.56,,True
DK,I_IUAIFE,PC_IND,F_Y20_24,55.73,,True
EA,I_IUAIFE,PC_IND,F_Y20_24,38.59,,True
EE,I_IUAIFE,PC_IND,F_Y20_24,39.29,,True
EL,I_IUAIFE,PC_IND,F_Y20_24,60.54,,True
ES,I_IUAIFE,PC_IND,F_Y20_24,62.87,,True
EU27_2020,I_IUAIFE,PC_IND,F_Y20_24,36.84,,True
FI,I_IUAIFE,PC_IND,F_Y20_24,49.38,,True
FR,I_IUAIFE,PC_IND,F_Y20_24,39.37,,True
HR,I_IUAIFE,PC_IND,F_Y20_24,57.55,u,False
HU,I_IUAIFE,PC_IND,F_Y20_24,33.79,,True
IE,I_IUAIFE,PC_IND,F_Y20_24,65.49,u,False
IT,I_IUAIFE,PC_IND,F_Y20_24,28.13,,True
LT,I_IUAIFE,PC_IND,F_Y20_24,32.59,,True
LU,I_IUAIFE,PC_IND,F_Y20_24,41.56,u,False
LV,I_IUAIFE,PC_IND,F_Y20_24,36.05,,True
MK,I_IUAIFE,PC_IND,F_Y20_24,,u,False
MT,I_IUAIFE,PC_IND,F_Y20_24,40.48,u,False
NL,I_IUAIFE,PC_IND,F_Y20_24,51.64,,True
NO,I_IUAIFE,PC_IND,F_Y20_24,55.0,,True
PL,I_IUAIFE,PC_IND,F_Y20_24,18.26,,True
PT,I_IUAIFE,PC_IND,F_Y20_24,44.11,,True
RO,I_IUAIFE,PC_IND,F_Y20_24,18.83,,True
RS,I_IUAIFE,PC_IND,F_Y20_24,,u,False
SE,I_IUAIFE,PC_IND,F_Y20_24,40.17,,True
SI,I_IUAIFE,PC_IND,F_Y20_24,49.68,,True
SK,I_IUAIFE,PC_IND,F_Y20_24,45.23,u,False
TR,I_IUAIFE,PC_IND,F_Y20_24,19.06,,True
XK,I_IUAIFE,PC_IND,F_Y20_24,51.74,,True
AL,I_IUAIFE,PC_IND_IU3,F_Y20_24,37.56,,True
AT,I_IUAIFE,PC_IND_IU3,F_Y20_24,41.43,,True
BA,I_IUAIFE,PC_IND_IU3,F_Y20_24,45.46,,True
BE,I_IUAIFE,PC_IND_IU3,F_Y20_24,49.42,,True
BG,I_IUAIFE,PC_IND_IU3,F_Y20_24,25.78,,True
CH,I_IUAIFE,PC_IND_IU3,F_Y20_24,53.6,,True
CY,I_IUAIFE,PC_IND_IU3,F_Y20_24,54.21,,True
CZ,I_IUAIFE,PC_IND_IU3,F_Y20_24,53.83,,True
DE,I_IUAIFE,PC_IND_IU3,F_Y20_24,16.86,,True
DK,I_IUAIFE,PC_IND_IU3,F_Y20_24,55.73,,True
EA,I_IUAIFE,PC_IND_IU3,F_Y20_24,38.91,,True
EE,I_IUAIFE,PC_IND_IU3,F_Y20_24,39.29,,True
EL,I_IUAIFE,PC_IND_IU3,F_Y20_24,60.54,,True
ES,I_IUAIFE,PC_IND_IU3,F_Y20_24,63.08,,True
EU27_2020,I_IUAIFE,PC_IND_IU3,F_Y20_24,37.12,,True
FI,I_IUAIFE,PC_IND_IU3,F_Y20_24,49.38,,True
FR,I_IUAIFE,PC_IND_IU3,F_Y20_24,39.37,,True
HR,I_IUAIFE,PC_IND_IU3,F_Y20_24,57.55,u,False
HU,I_IUAIFE,PC_IND_IU3,F_Y20_24,34.35,,True
IE,I_IUAIFE,PC_IND_IU3,F_Y20_24,65.49,u,False
IT,I_IUAIFE,PC_IND_IU3,F_Y20_24,28.59,,True
LT,I_IUAIFE,PC_IND_IU3,F_Y20_24,32.59,,True
LU,I_IUAIFE,PC_IND_IU3,F_Y20_24,41.56,u,False
LV,I_IUAIFE,PC_IND_IU3,F_Y20_24,36.41,,True
MK,I_IUAIFE,PC_IND_IU3,F_Y20_24,,u,False
MT,I_IUAIFE,PC_IND_IU3,F_Y20_24,40.48,u,False
NL,I_IUAIFE,PC_IND_IU3,F_Y20_24,51.64,,True
NO,I_IUAIFE,PC_IND_IU3,F_Y20_24,55.0,,True
PL,I_IUAIFE,PC_IND_IU3,F_Y20_24,18.26,,True
PT,I_IUAIFE,PC_IND_IU3,F_Y20_24,44.19,,True
RO,I_IUAIFE,PC_IND_IU3,F_Y20_24,18.86,,True
RS,I_IUAIFE,PC_IND_IU3,F_Y20_24,,u,False
SE,I_IUAIFE,PC_IND_IU3,F_Y20_24,40.17,,True
SI,I_IUAIFE,PC_IND_IU3,F_Y20_24,50.2,,True
SK,I_IUAIFE,PC_IND_IU3,F_Y20_24,47.2,u,False
TR,I_IUAIFE,PC_IND_IU3,F_Y20_24,19.39,,True
XK,I_IUAIFE,PC_IND_IU3,F_Y20_24,51.74,,True
AL,I_IUAIFE,PC_IND_IUAI,F_Y20_24,70.97,,True
AT,I_IUAIFE,PC_IND_IUAI,F_Y20_24,55.08,,True
BA,I_IUAIFE,PC_IND_IUAI,F_Y20_24,70.3,,True
BE,I_IUAIFE,PC_IND_IUAI,F_Y20_24,65.1,,True
BG,I_IUAIFE,PC_IND_IUAI,F_Y20_24,58.89,,True
CH,I_IUAIFE,PC_IND_IUAI,F_Y20_24,70.49,,True
CY,I_IUAIFE,PC_IND_IUAI,F_Y20_24,64.15,,True
CZ,I_IUAIFE,PC_IND_IUAI,F_Y20_24,71.49,,True
DE,I_IUAIFE,PC_IND_IUAI,F_Y20_24,29.17,,True
DK,I_IUAIFE,PC_IND_IUAI,F_Y20_24,73.38,,True
EA,I_IUAIFE,PC_IND_IUAI,F_Y20_24,58.72,,True
EE,I_IUAIFE,PC_IND_IUAI,F_Y20_24,51.19,,True
EL,I_IUAIFE,PC_IND_IUAI,F_Y20_24,69.58,,True
ES,I_IUAIFE,PC_IND_IUAI,F_Y20_24,80.15,,True
EU27_2020,I_IUAIFE,PC_IND_IUAI,F_Y20_24,58.9,,True
FI,I_IUAIFE,PC_IND_IUAI,F_Y20_24,66.12,,True
FR,I_IUAIFE,PC_IND_IUAI,F_Y20_24,54.49,,True
HR,I_IUAIFE,PC_IND_IUAI,F_Y20_24,91.63,u,False
HU,I_IUAIFE,PC_IND_IUAI,F_Y20_24,52.02,,True
IE,I_IUAIFE,PC_IND_IUAI,F_Y20_24,80.82,u,False
IT,I_IUAIFE,PC_IND_IUAI,F_Y20_24,64.49,,True
LT,I_IUAIFE,PC_IND_IUAI,F_Y20_24,42.88,,True
LU,I_IUAIFE,PC_IND_IUAI,F_Y20_24,69.08,u,False
LV,I_IUAIFE,PC_IND_IUAI,F_Y20_24,50.71,,True
MK,I_IUAIFE,PC_IND_IUAI,F_Y20_24,,u,False
MT,I_IUAIFE,PC_IND_IUAI,F_Y20_24,60.13,u,False
NL,I_IUAIFE,PC_IND_IUAI,F_Y20_24,71.9,,True
NO,I_IUAIFE,PC_IND_IUAI,F_Y20_24,64.71,,True
PL,I_IUAIFE,PC_IND_IUAI,F_Y20_24,48.98,,True
PT,I_IUAIFE,PC_IND_IUAI,F_Y20_24,58.49,,True
RO,I_IUAIFE,PC_IND_IUAI,F_Y20_24,51.88,,True
RS,I_IUAIFE,PC_IND_IUAI,F_Y20_24,,u,False
SE,I_IUAIFE,PC_IND_IUAI,F_Y20_24,70.6,,True
SI,I_IUAIFE,PC_IND_IUAI,F_Y20_24,62.2,,True
SK,I_IUAIFE,PC_IND_IUAI,F_Y20_24,71.0,u,False
TR,I_IUAIFE,PC_IND_IUAI,F_Y20_24,50.09,,True
XK,I_IUAIFE,PC_IND_IUAI,F_Y20_24,61.26,,True
AL,I_IUAIPR,PC_IND,F_Y20_24,47.73,,True
AT,I_IUAIPR,PC_IND,F_Y20_24,62.72,,True
BA,I_IUAIPR,PC_IND,F_Y20_24,59.0,,True
BE,I_IUAIPR,PC_IND,F_Y20_24,53.27,,True
BG,I_IUAIPR,PC_IND,F_Y20_24,36.85,,True
CH,I_IUAIPR,PC_IND,F_Y20_24,60.7,,True
CY,I_IUAIPR,PC_IND,F_Y20_24,79.33,,True
CZ,I_IUAIPR,PC_IND,F_Y20_24,47.75,,True
DE,I_IUAIPR,PC_IND,F_Y20_24,44.74,,True
DK,I_IUAIPR,PC_IND,F_Y20_24,52.77,,True
EA,I_IUAIPR,PC_IND,F_Y20_24,47.45,,True
EE,I_IUAIPR,PC_IND,F_Y20_24,61.91,,True
EL,I_IUAIPR,PC_IND,F_Y20_24,82.72,,True
ES,I_IUAIPR,PC_IND,F_Y20_24,56.83,,True
EU27_2020,I_IUAIPR,PC_IND,F_Y20_24,45.26,,True
FI,I_IUAIPR,PC_IND,F_Y20_24,48.94,,True
FR,I_IUAIPR,PC_IND,F_Y20_24,55.71,,True
HR,I_IUAIPR,PC_IND,F_Y20_24,56.28,u,False
HU,I_IUAIPR,PC_IND,F_Y20_24,44.58,,True
IE,I_IUAIPR,PC_IND,F_Y20_24,34.28,u,False
IT,I_IUAIPR,PC_IND,F_Y20_24,22.42,,True
LT,I_IUAIPR,PC_IND,F_Y20_24,68.82,,True
LU,I_IUAIPR,PC_IND,F_Y20_24,46.36,u,False
LV,I_IUAIPR,PC_IND,F_Y20_24,54.36,,True
MK,I_IUAIPR,PC_IND,F_Y20_24,,u,False
MT,I_IUAIPR,PC_IND,F_Y20_24,59.41,u,False
NL,I_IUAIPR,PC_IND,F_Y20_24,38.82,,True
NO,I_IUAIPR,PC_IND,F_Y20_24,70.0,,True
PL,I_IUAIPR,PC_IND,F_Y20_24,28.17,,True
PT,I_IUAIPR,PC_IND,F_Y20_24,67.08,,True
RO,I_IUAIPR,PC_IND,F_Y20_24,26.37,,True
RS,I_IUAIPR,PC_IND,F_Y20_24,,u,False
SE,I_IUAIPR,PC_IND,F_Y20_24,50.7,,True
SI,I_IUAIPR,PC_IND,F_Y20_24,58.34,,True
SK,I_IUAIPR,PC_IND,F_Y20_24,36.21,u,False
TR,I_IUAIPR,PC_IND,F_Y20_24,28.12,,True
XK,I_IUAIPR,PC_IND,F_Y20_24,74.52,,True
AL,I_IUAIPR,PC_IND_IU3,F_Y20_24,47.73,,True
AT,I_IUAIPR,PC_IND_IU3,F_Y20_24,62.72,,True
BA,I_IUAIPR,PC_IND_IU3,F_Y20_24,59.0,,True
BE,I_IUAIPR,PC_IND_IU3,F_Y20_24,53.27,,True
BG,I_IUAIPR,PC_IND_IU3,F_Y20_24,38.44,,True
CH,I_IUAIPR,PC_IND_IU3,F_Y20_24,60.7,,True
CY,I_IUAIPR,PC_IND_IU3,F_Y20_24,81.89,,True
CZ,I_IUAIPR,PC_IND_IU3,F_Y20_24,47.75,,True
DE,I_IUAIPR,PC_IND_IU3,F_Y20_24,45.55,,True
DK,I_IUAIPR,PC_IND_IU3,F_Y20_24,52.77,,True
EA,I_IUAIPR,PC_IND_IU3,F_Y20_24,47.84,,True
EE,I_IUAIPR,PC_IND_IU3,F_Y20_24,61.91,,True
EL,I_IUAIPR,PC_IND_IU3,F_Y20_24,82.72,,True
ES,I_IUAIPR,PC_IND_IU3,F_Y20_24,57.02,,True
EU27_2020,I_IUAIPR,PC_IND_IU3,F_Y20_24,45.6,,True
FI,I_IUAIPR,PC_IND_IU3,F_Y20_24,48.94,,True
FR,I_IUAIPR,PC_IND_IU3,F_Y20_24,55.71,,True
HR,I_IUAIPR,PC_IND_IU3,F_Y20_24,56.28,u,False
HU,I_IUAIPR,PC_IND_IU3,F_Y20_24,45.33,,True
IE,I_IUAIPR,PC_IND_IU3,F_Y20_24,34.28,u,False
IT,I_IUAIPR,PC_IND_IU3,F_Y20_24,22.79,,True
LT,I_IUAIPR,PC_IND_IU3,F_Y20_24,68.82,,True
LU,I_IUAIPR,PC_IND_IU3,F_Y20_24,46.36,u,False
LV,I_IUAIPR,PC_IND_IU3,F_Y20_24,54.9,,True
MK,I_IUAIPR,PC_IND_IU3,F_Y20_24,,u,False
MT,I_IUAIPR,PC_IND_IU3,F_Y20_24,59.41,u,False
NL,I_IUAIPR,PC_IND_IU3,F_Y20_24,38.82,,True
NO,I_IUAIPR,PC_IND_IU3,F_Y20_24,70.0,,True
PL,I_IUAIPR,PC_IND_IU3,F_Y20_24,28.17,,True
PT,I_IUAIPR,PC_IND_IU3,F_Y20_24,67.21,,True
RO,I_IUAIPR,PC_IND_IU3,F_Y20_24,26.41,,True
RS,I_IUAIPR,PC_IND_IU3,F_Y20_24,,u,False
SE,I_IUAIPR,PC_IND_IU3,F_Y20_24,50.7,,True
SI,I_IUAIPR,PC_IND_IU3,F_Y20_24,58.95,,True
SK,I_IUAIPR,PC_IND_IU3,F_Y20_24,37.79,u,False
TR,I_IUAIPR,PC_IND_IU3,F_Y20_24,28.61,,True
XK,I_IUAIPR,PC_IND_IU3,F_Y20_24,74.52,,True
AL,I_IUAIPR,PC_IND_IUAI,F_Y20_24,90.2,,True
AT,I_IUAIPR,PC_IND_IUAI,F_Y20_24,83.39,,True
BA,I_IUAIPR,PC_IND_IUAI,F_Y20_24,91.24,,True
BE,I_IUAIPR,PC_IND_IUAI,F_Y20_24,70.18,,True
BG,I_IUAIPR,PC_IND_IUAI,F_Y20_24,87.82,,True
CH,I_IUAIPR,PC_IND_IUAI,F_Y20_24,79.82,,True
CY,I_IUAIPR,PC_IND_IUAI,F_Y20_24,96.9,,True
CZ,I_IUAIPR,PC_IND_IUAI,F_Y20_24,63.42,,True
DE,I_IUAIPR,PC_IND_IUAI,F_Y20_24,78.82,,True
DK,I_IUAIPR,PC_IND_IUAI,F_Y20_24,69.47,,True
EA,I_IUAIPR,PC_IND_IUAI,F_Y20_24,72.21,,True
EE,I_IUAIPR,PC_IND_IUAI,F_Y20_24,80.67,,True
