geo,ind,unit,grp,value,flag,usable
BA,I_IUAIFE,PC_IND_IU3,M_Y16_74,5.44,,True
BE,I_IUAIFE,PC_IND_IU3,M_Y16_74,10.16,,True
BG,I_IUAIFE,PC_IND_IU3,M_Y16_74,5.48,,True
CH,I_IUAIFE,PC_IND_IU3,M_Y16_74,22.55,,True
CY,I_IUAIFE,PC_IND_IU3,M_Y16_74,14.71,,True
CZ,I_IUAIFE,PC_IND_IU3,M_Y16_74,8.61,,True
DE,I_IUAIFE,PC_IND_IU3,M_Y16_74,7.68,,True
DK,I_IUAIFE,PC_IND_IU3,M_Y16_74,17.82,,True
EA,I_IUAIFE,PC_IND_IU3,M_Y16_74,10.69,,True
EE,I_IUAIFE,PC_IND_IU3,M_Y16_74,15.54,,True
EL,I_IUAIFE,PC_IND_IU3,M_Y16_74,11.96,,True
ES,I_IUAIFE,PC_IND_IU3,M_Y16_74,16.31,,True
EU27_2020,I_IUAIFE,PC_IND_IU3,M_Y16_74,9.96,,True
FI,I_IUAIFE,PC_IND_IU3,M_Y16_74,10.99,,True
FR,I_IUAIFE,PC_IND_IU3,M_Y16_74,11.01,,True
HR,I_IUAIFE,PC_IND_IU3,M_Y16_74,14.37,,True
HU,I_IUAIFE,PC_IND_IU3,M_Y16_74,8.98,,True
IE,I_IUAIFE,PC_IND_IU3,M_Y16_74,10.53,,True
IT,I_IUAIFE,PC_IND_IU3,M_Y16_74,6.8,,True
LT,I_IUAIFE,PC_IND_IU3,M_Y16_74,8.75,,True
LU,I_IUAIFE,PC_IND_IU3,M_Y16_74,12.21,,True
LV,I_IUAIFE,PC_IND_IU3,M_Y16_74,8.13,,True
MK,I_IUAIFE,PC_IND_IU3,M_Y16_74,3.6,,True
MT,I_IUAIFE,PC_IND_IU3,M_Y16_74,19.87,,True
NL,I_IUAIFE,PC_IND_IU3,M_Y16_74,13.02,,True
NO,I_IUAIFE,PC_IND_IU3,M_Y16_74,14.34,,True
PL,I_IUAIFE,PC_IND_IU3,M_Y16_74,5.87,,True
PT,I_IUAIFE,PC_IND_IU3,M_Y16_74,16.12,,True
RO,I_IUAIFE,PC_IND_IU3,M_Y16_74,3.88,,True
RS,I_IUAIFE,PC_IND_IU3,M_Y16_74,6.7,,True
SE,I_IUAIFE,PC_IND_IU3,M_Y16_74,10.37,,True
SI,I_IUAIFE,PC_IND_IU3,M_Y16_74,8.34,,True
SK,I_IUAIFE,PC_IND_IU3,M_Y16_74,10.29,,True
TR,I_IUAIFE,PC_IND_IU3,M_Y16_74,5.19,,True
XK,I_IUAIFE,PC_IND_IU3,M_Y16_74,20.72,,True
AL,I_IUAIFE,PC_IND_IUAI,M_Y16_74,26.82,,True
AT,I_IUAIFE,PC_IND_IUAI,M_Y16_74,35.62,,True
BA,I_IUAIFE,PC_IND_IUAI,M_Y16_74,22.48,,True
BE,I_IUAIFE,PC_IND_IUAI,M_Y16_74,23.17,,True
BG,I_IUAIFE,PC_IND_IUAI,M_Y16_74,20.54,,True
CH,I_IUAIFE,PC_IND_IUAI,M_Y16_74,44.06,,True
CY,I_IUAIFE,PC_IND_IUAI,M_Y16_74,30.01,,True
CZ,I_IUAIFE,PC_IND_IUAI,M_Y16_74,21.62,,True
DE,I_IUAIFE,PC_IND_IUAI,M_Y16_74,20.89,,True
DK,I_IUAIFE,PC_IND_IUAI,M_Y16_74,33.91,,True
EA,I_IUAIFE,PC_IND_IUAI,M_Y16_74,27.79,,True
EE,I_IUAIFE,PC_IND_IUAI,M_Y16_74,32.2,,True
EL,I_IUAIFE,PC_IND_IUAI,M_Y16_74,23.53,,True
ES,I_IUAIFE,PC_IND_IUAI,M_Y16_74,39.33,,True
EU27_2020,I_IUAIFE,PC_IND_IUAI,M_Y16_74,26.77,,True
FI,I_IUAIFE,PC_IND_IUAI,M_Y16_74,22.59,,True
FR,I_IUAIFE,PC_IND_IUAI,M_Y16_74,26.18,,True
HR,I_IUAIFE,PC_IND_IUAI,M_Y16_74,46.47,,True
HU,I_IUAIFE,PC_IND_IUAI,M_Y16_74,25.54,,True
IE,I_IUAIFE,PC_IND_IUAI,M_Y16_74,21.16,,True
IT,I_IUAIFE,PC_IND_IUAI,M_Y16_74,28.83,,True
LT,I_IUAIFE,PC_IND_IUAI,M_Y16_74,21.06,,True
LU,I_IUAIFE,PC_IND_IUAI,M_Y16_74,26.69,,True
LV,I_IUAIFE,PC_IND_IUAI,M_Y16_74,21.82,,True
MK,I_IUAIFE,PC_IND_IUAI,M_Y16_74,16.12,,True
MT,I_IUAIFE,PC_IND_IUAI,M_Y16_74,41.78,,True
NL,I_IUAIFE,PC_IND_IUAI,M_Y16_74,27.35,,True
NO,I_IUAIFE,PC_IND_IUAI,M_Y16_74,23.61,,True
PL,I_IUAIFE,PC_IND_IUAI,M_Y16_74,19.89,,True
PT,I_IUAIFE,PC_IND_IUAI,M_Y16_74,36.3,,True
RO,I_IUAIFE,PC_IND_IUAI,M_Y16_74,18.47,,True
RS,I_IUAIFE,PC_IND_IUAI,M_Y16_74,27.19,,True
SE,I_IUAIFE,PC_IND_IUAI,M_Y16_74,22.4,,True
SI,I_IUAIFE,PC_IND_IUAI,M_Y16_74,20.73,,True
SK,I_IUAIFE,PC_IND_IUAI,M_Y16_74,27.77,,True
TR,I_IUAIFE,PC_IND_IUAI,M_Y16_74,26.73,,True
XK,I_IUAIFE,PC_IND_IUAI,M_Y16_74,42.96,,True
AL,I_IUAIPR,PC_IND,M_Y16_74,26.91,,True
AT,I_IUAIPR,PC_IND,M_Y16_74,33.8,,True
BA,I_IUAIPR,PC_IND,M_Y16_74,20.04,,True
BE,I_IUAIPR,PC_IND,M_Y16_74,35.03,,True
BG,I_IUAIPR,PC_IND,M_Y16_74,20.9,,True
CH,I_IUAIPR,PC_IND,M_Y16_74,45.08,,True
CY,I_IUAIPR,PC_IND,M_Y16_74,44.79,,True
CZ,I_IUAIPR,PC_IND,M_Y16_74,31.12,,True
DE,I_IUAIPR,PC_IND,M_Y16_74,29.71,,True
DK,I_IUAIPR,PC_IND,M_Y16_74,39.3,,True
EA,I_IUAIPR,PC_IND,M_Y16_74,29.15,,True
EE,I_IUAIPR,PC_IND,M_Y16_74,38.8,,True
EL,I_IUAIPR,PC_IND,M_Y16_74,42.09,,True
ES,I_IUAIPR,PC_IND,M_Y16_74,33.25,,True
EU27_2020,I_IUAIPR,PC_IND,M_Y16_74,28.27,,True
FI,I_IUAIPR,PC_IND,M_Y16_74,33.03,,True
FR,I_IUAIPR,PC_IND,M_Y16_74,30.77,,True
HR,I_IUAIPR,PC_IND,M_Y16_74,24.37,,True
HU,I_IUAIPR,PC_IND,M_Y16_74,23.75,,True
IE,I_IUAIPR,PC_IND,M_Y16_74,38.93,,True
IT,I_IUAIPR,PC_IND,M_Y16_74,14.97,,True
LT,I_IUAIPR,PC_IND,M_Y16_74,32.24,,True
LU,I_IUAIPR,PC_IND,M_Y16_74,40.33,,True
LV,I_IUAIPR,PC_IND,M_Y16_74,28.73,,True
MK,I_IUAIPR,PC_IND,M_Y16_74,15.98,,True
MT,I_IUAIPR,PC_IND,M_Y16_74,37.39,,True
NL,I_IUAIPR,PC_IND,M_Y16_74,31.96,,True
NO,I_IUAIPR,PC_IND,M_Y16_74,52.65,,True
PL,I_IUAIPR,PC_IND,M_Y16_74,23.13,,True
PT,I_IUAIPR,PC_IND,M_Y16_74,35.11,,True
RO,I_IUAIPR,PC_IND,M_Y16_74,16.63,,True
RS,I_IUAIPR,PC_IND,M_Y16_74,15.31,,True
SE,I_IUAIPR,PC_IND,M_Y16_74,38.04,,True
SI,I_IUAIPR,PC_IND,M_Y16_74,32.29,,True
SK,I_IUAIPR,PC_IND,M_Y16_74,30.91,,True
TR,I_IUAIPR,PC_IND,M_Y16_74,14.72,,True
XK,I_IUAIPR,PC_IND,M_Y16_74,44.39,,True
AL,I_IUAIPR,PC_IND_IU3,M_Y16_74,30.54,,True
AT,I_IUAIPR,PC_IND_IU3,M_Y16_74,35.3,,True
BA,I_IUAIPR,PC_IND_IU3,M_Y16_74,21.92,,True
BE,I_IUAIPR,PC_IND_IU3,M_Y16_74,36.06,,True
BG,I_IUAIPR,PC_IND_IU3,M_Y16_74,23.92,,True
CH,I_IUAIPR,PC_IND_IU3,M_Y16_74,45.61,,True
CY,I_IUAIPR,PC_IND_IU3,M_Y16_74,47.78,,True
CZ,I_IUAIPR,PC_IND_IU3,M_Y16_74,33.03,,True
DE,I_IUAIPR,PC_IND_IU3,M_Y16_74,31.31,,True
DK,I_IUAIPR,PC_IND_IU3,M_Y16_74,39.45,,True
EA,I_IUAIPR,PC_IND_IU3,M_Y16_74,30.92,,True
EE,I_IUAIPR,PC_IND_IU3,M_Y16_74,40.86,,True
EL,I_IUAIPR,PC_IND_IU3,M_Y16_74,46.92,,True
ES,I_IUAIPR,PC_IND_IU3,M_Y16_74,34.59,,True
EU27_2020,I_IUAIPR,PC_IND_IU3,M_Y16_74,30.12,,True
FI,I_IUAIPR,PC_IND_IU3,M_Y16_74,33.82,,True
FR,I_IUAIPR,PC_IND_IU3,M_Y16_74,32.55,,True
HR,I_IUAIPR,PC_IND_IU3,M_Y16_74,28.06,,True
HU,I_IUAIPR,PC_IND_IU3,M_Y16_74,25.53,,True
IE,I_IUAIPR,PC_IND_IU3,M_Y16_74,39.04,,True
IT,I_IUAIPR,PC_IND_IU3,M_Y16_74,16.48,,True
LT,I_IUAIPR,PC_IND_IU3,M_Y16_74,37.01,,True
LU,I_IUAIPR,PC_IND_IU3,M_Y16_74,40.52,,True
LV,I_IUAIPR,PC_IND_IU3,M_Y16_74,30.87,,True
MK,I_IUAIPR,PC_IND_IU3,M_Y16_74,17.5,,True
MT,I_IUAIPR,PC_IND_IU3,M_Y16_74,38.92,,True
NL,I_IUAIPR,PC_IND_IU3,M_Y16_74,32.05,,True
NO,I_IUAIPR,PC_IND_IU3,M_Y16_74,53.45,,True
PL,I_IUAIPR,PC_IND_IU3,M_Y16_74,25.85,,True
PT,I_IUAIPR,PC_IND_IU3,M_Y16_74,39.16,,True
RO,I_IUAIPR,PC_IND_IU3,M_Y16_74,17.85,,True
RS,I_IUAIPR,PC_IND_IU3,M_Y16_74,16.75,,True
SE,I_IUAIPR,PC_IND_IU3,M_Y16_74,38.83,,True
SI,I_IUAIPR,PC_IND_IU3,M_Y16_74,35.25,,True
SK,I_IUAIPR,PC_IND_IU3,M_Y16_74,33.4,,True
TR,I_IUAIPR,PC_IND_IU3,M_Y16_74,15.92,,True
XK,I_IUAIPR,PC_IND_IU3,M_Y16_74,45.36,,True
AL,I_IUAIPR,PC_IND_IUAI,M_Y16_74,92.4,,True
AT,I_IUAIPR,PC_IND_IUAI,M_Y16_74,81.32,,True
BA,I_IUAIPR,PC_IND_IUAI,M_Y16_74,90.58,,True
BE,I_IUAIPR,PC_IND_IUAI,M_Y16_74,82.21,,True
BG,I_IUAIPR,PC_IND_IUAI,M_Y16_74,89.64,,True
CH,I_IUAIPR,PC_IND_IUAI,M_Y16_74,89.1,,True
CY,I_IUAIPR,PC_IND_IUAI,M_Y16_74,97.48,,True
CZ,I_IUAIPR,PC_IND_IUAI,M_Y16_74,82.89,,True
DE,I_IUAIPR,PC_IND_IUAI,M_Y16_74,85.13,,True
DK,I_IUAIPR,PC_IND_IUAI,M_Y16_74,75.05,,True
EA,I_IUAIPR,PC_IND_IUAI,M_Y16_74,80.43,,True
EE,I_IUAIPR,PC_IND_IUAI,M_Y16_74,84.65,,True
EL,I_IUAIPR,PC_IND_IUAI,M_Y16_74,92.27,,True
ES,I_IUAIPR,PC_IND_IUAI,M_Y16_74,83.4,,True
EU27_2020,I_IUAIPR,PC_IND_IUAI,M_Y16_74,80.97,,True
FI,I_IUAIPR,PC_IND_IUAI,M_Y16_74,69.5,,True
FR,I_IUAIPR,PC_IND_IUAI,M_Y16_74,77.39,,True
HR,I_IUAIPR,PC_IND_IUAI,M_Y16_74,90.75,,True
HU,I_IUAIPR,PC_IND_IUAI,M_Y16_74,72.58,,True
IE,I_IUAIPR,PC_IND_IUAI,M_Y16_74,78.45,,True
IT,I_IUAIPR,PC_IND_IUAI,M_Y16_74,69.88,,True
LT,I_IUAIPR,PC_IND_IUAI,M_Y16_74,89.06,,True
LU,I_IUAIPR,PC_IND_IUAI,M_Y16_74,88.56,,True
LV,I_IUAIPR,PC_IND_IUAI,M_Y16_74,82.86,,True
MK,I_IUAIPR,PC_IND_IUAI,M_Y16_74,78.28,,True
MT,I_IUAIPR,PC_IND_IUAI,M_Y16_74,81.85,,True
NL,I_IUAIPR,PC_IND_IUAI,M_Y16_74,67.33,,True
NO,I_IUAIPR,PC_IND_IUAI,M_Y16_74,87.96,,True
PL,I_IUAIPR,PC_IND_IUAI,M_Y16_74,87.63,,True
PT,I_IUAIPR,PC_IND_IUAI,M_Y16_74,88.19,,True
RO,I_IUAIPR,PC_IND_IUAI,M_Y16_74,84.97,,True
RS,I_IUAIPR,PC_IND_IUAI,M_Y16_74,67.95,,True
SE,I_IUAIPR,PC_IND_IUAI,M_Y16_74,83.86,,True
SI,I_IUAIPR,PC_IND_IUAI,M_Y16_74,87.68,,True
SK,I_IUAIPR,PC_IND_IUAI,M_Y16_74,90.13,,True
TR,I_IUAIPR,PC_IND_IUAI,M_Y16_74,81.88,,True
XK,I_IUAIPR,PC_IND_IUAI,M_Y16_74,94.07,,True
AL,I_IUAIWP,PC_IND,M_Y16_74,11.21,,True
AT,I_IUAIWP,PC_IND,M_Y16_74,23.98,,True
BA,I_IUAIWP,PC_IND,M_Y16_74,9.28,,True
BE,I_IUAIWP,PC_IND,M_Y16_74,22.13,,True
BG,I_IUAIWP,PC_IND,M_Y16_74,9.09,,True
CH,I_IUAIWP,PC_IND,M_Y16_74,38.38,,True
CY,I_IUAIWP,PC_IND,M_Y16_74,22.72,,True
CZ,I_IUAIWP,PC_IND,M_Y16_74,15.57,,True
DE,I_IUAIWP,PC_IND,M_Y16_74,17.81,,True
DK,I_IUAIWP,PC_IND,M_Y16_74,32.19,,True
EA,I_IUAIWP,PC_IND,M_Y16_74,17.93,,True
EE,I_IUAIWP,PC_IND,M_Y16_74,25.37,,True
EL,I_IUAIWP,PC_IND,M_Y16_74,18.19,,True
ES,I_IUAIWP,PC_IND,M_Y16_74,18.42,,True
EU27_2020,I_IUAIWP,PC_IND,M_Y16_74,16.87,,True
FI,I_IUAIWP,PC_IND,M_Y16_74,26.03,,True
FR,I_IUAIWP,PC_IND,M_Y16_74,20.02,,True
HR,I_IUAIWP,PC_IND,M_Y16_74,9.49,,True
HU,I_IUAIWP,PC_IND,M_Y16_74,17.11,,True
IE,I_IUAIWP,PC_IND,M_Y16_74,27.44,,True
IT,I_IUAIWP,PC_IND,M_Y16_74,9.03,,True
LT,I_IUAIWP,PC_IND,M_Y16_74,18.43,,True
LU,I_IUAIWP,PC_IND,M_Y16_74,26.71,,True
LV,I_IUAIWP,PC_IND,M_Y16_74,15.94,,True
MK,I_IUAIWP,PC_IND,M_Y16_74,7.52,,True
MT,I_IUAIWP,PC_IND,M_Y16_74,29.06,,True
NL,I_IUAIWP,PC_IND,M_Y16_74,28.86,,True
NO,I_IUAIWP,PC_IND,M_Y16_74,38.95,,True
PL,I_IUAIWP,PC_IND,M_Y16_74,9.82,,True
PT,I_IUAIWP,PC_IND,M_Y16_74,19.82,,True
RO,I_IUAIWP,PC_IND,M_Y16_74,5.81,,True
RS,I_IUAIWP,PC_IND,M_Y16_74,6.28,,True
SE,I_IUAIWP,PC_IND,M_Y16_74,23.62,,True
SI,I_IUAIWP,PC_IND,M_Y16_74,14.85,,True
SK,I_IUAIWP,PC_IND,M_Y16_74,12.36,,True
TR,I_IUAIWP,PC_IND,M_Y16_74,6.79,,True
XK,I_IUAIWP,PC_IND,M_Y16_74,29.48,,True
AL,I_IUAIWP,PC_IND_IU3,M_Y16_74,12.73,,True
AT,I_IUAIWP,PC_IND_IU3,M_Y16_74,25.04,,True
BA,I_IUAIWP,PC_IND_IU3,M_Y16_74,10.16,,True
BE,I_IUAIWP,PC_IND_IU3,M_Y16_74,22.78,,True
BG,I_IUAIWP,PC_IND_IU3,M_Y16_74,10.4,,True
CH,I_IUAIWP,PC_IND_IU3,M_Y16_74,38.84,,True
CY,I_IUAIWP,PC_IND_IU3,M_Y16_74,24.24,,True
CZ,I_IUAIWP,PC_IND_IU3,M_Y16_74,16.53,,True
DE,I_IUAIWP,PC_IND_IU3,M_Y16_74,18.77,,True
DK,I_IUAIWP,PC_IND_IU3,M_Y16_74,32.31,,True
EA,I_IUAIWP,PC_IND_IU3,M_Y16_74,19.02,,True
EE,I_IUAIWP,PC_IND_IU3,M_Y16_74,26.72,,True
EL,I_IUAIWP,PC_IND_IU3,M_Y16_74,20.28,,True
ES,I_IUAIWP,PC_IND_IU3,M_Y16_74,19.16,,True
EU27_2020,I_IUAIWP,PC_IND_IU3,M_Y16_74,17.97,,True
FI,I_IUAIWP,PC_IND_IU3,M_Y16_74,26.65,,True
FR,I_IUAIWP,PC_IND_IU3,M_Y16_74,21.17,,True
HR,I_IUAIWP,PC_IND_IU3,M_Y16_74,10.93,,True
HU,I_IUAIWP,PC_IND_IU3,M_Y16_74,18.4,,True
IE,I_IUAIWP,PC_IND_IU3,M_Y16_74,27.51,,True
IT,I_IUAIWP,PC_IND_IU3,M_Y16_74,9.94,,True
LT,I_IUAIWP,PC_IND_IU3,M_Y16_74,21.15,,True
LU,I_IUAIWP,PC_IND_IU3,M_Y16_74,26.84,,True
LV,I_IUAIWP,PC_IND_IU3,M_Y16_74,17.13,,True
MK,I_IUAIWP,PC_IND_IU3,M_Y16_74,8.24,,True
MT,I_IUAIWP,PC_IND_IU3,M_Y16_74,30.25,,True
NL,I_IUAIWP,PC_IND_IU3,M_Y16_74,28.94,,True
NO,I_IUAIWP,PC_IND_IU3,M_Y16_74,39.54,,True
PL,I_IUAIWP,PC_IND_IU3,M_Y16_74,10.97,,True
PT,I_IUAIWP,PC_IND_IU3,M_Y16_74,22.11,,True
RO,I_IUAIWP,PC_IND_IU3,M_Y16_74,6.24,,True
RS,I_IUAIWP,PC_IND_IU3,M_Y16_74,6.87,,True
SE,I_IUAIWP,PC_IND_IU3,M_Y16_74,24.11,,True
SI,I_IUAIWP,PC_IND_IU3,M_Y16_74,16.21,,True
SK,I_IUAIWP,PC_IND_IU3,M_Y16_74,13.35,,True
TR,I_IUAIWP,PC_IND_IU3,M_Y16_74,7.34,,True
XK,I_IUAIWP,PC_IND_IU3,M_Y16_74,30.12,,True
AL,I_IUAIWP,PC_IND_IUAI,M_Y16_74,38.5,,True
AT,I_IUAIWP,PC_IND_IUAI,M_Y16_74,57.69,,True
BA,I_IUAIWP,PC_IND_IUAI,M_Y16_74,41.96,,True
BE,I_IUAIWP,PC_IND_IUAI,M_Y16_74,51.94,,True
BG,I_IUAIWP,PC_IND_IUAI,M_Y16_74,38.98,,True
CH,I_IUAIWP,PC_IND_IUAI,M_Y16_74,75.87,,True
CY,I_IUAIWP,PC_IND_IUAI,M_Y16_74,49.45,,True
CZ,I_IUAIWP,PC_IND_IUAI,M_Y16_74,41.48,,True
DE,I_IUAIWP,PC_IND_IUAI,M_Y16_74,51.03,,True
DK,I_IUAIWP,PC_IND_IUAI,M_Y16_74,61.47,,True
EA,I_IUAIWP,PC_IND_IUAI,M_Y16_74,49.46,,True
EE,I_IUAIWP,PC_IND_IUAI,M_Y16_74,55.35,,True
EL,I_IUAIWP,PC_IND_IUAI,M_Y16_74,39.87,,True
ES,I_IUAIWP,PC_IND_IUAI,M_Y16_74,46.2,,True
EU27_2020,I_IUAIWP,PC_IND_IUAI,M_Y16_74,48.31,,True
FI,I_IUAIWP,PC_IND_IUAI,M_Y16_74,54.77,,True
FR,I_IUAIWP,PC_IND_IUAI,M_Y16_74,50.34,,True
HR,I_IUAIWP,PC_IND_IUAI,M_Y16_74,35.36,,True
HU,I_IUAIWP,PC_IND_IUAI,M_Y16_74,52.29,,True
IE,I_IUAIWP,PC_IND_IUAI,M_Y16_74,55.29,,True
IT,I_IUAIWP,PC_IND_IUAI,M_Y16_74,42.13,,True
LT,I_IUAIWP,PC_IND_IUAI,M_Y16_74,50.9,,True
LU,I_IUAIWP,PC_IND_IUAI,M_Y16_74,58.65,,True
LV,I_IUAIWP,PC_IND_IUAI,M_Y16_74,45.97,,True
MK,I_IUAIWP,PC_IND_IUAI,M_Y16_74,36.85,,True
MT,I_IUAIWP,PC_IND_IUAI,M_Y16_74,63.6,,True
NL,I_IUAIWP,PC_IND_IUAI,M_Y16_74,60.8,,True
NO,I_IUAIWP,PC_IND_IUAI,M_Y16_74,65.07,,True
PL,I_IUAIWP,PC_IND_IUAI,M_Y16_74,37.19,,True
PT,I_IUAIWP,PC_IND_IUAI,M_Y16_74,49.79,,True
RO,I_IUAIWP,PC_IND_IUAI,M_Y16_74,29.7,,True
RS,I_IUAIWP,PC_IND_IUAI,M_Y16_74,27.86,,True
SE,I_IUAIWP,PC_IND_IUAI,M_Y16_74,52.08,,True
SI,I_IUAIWP,PC_IND_IUAI,M_Y16_74,40.32,,True
SK,I_IUAIWP,PC_IND_IUAI,M_Y16_74,36.03,,True
TR,I_IUAIWP,PC_IND_IUAI,M_Y16_74,37.75,,True
XK,I_IUAIWP,PC_IND_IUAI,M_Y16_74,62.47,,True
AL,I_IUAI,PC_IND,M_Y20_24,61.13,,True
AT,I_IUAI,PC_IND,M_Y20_24,67.65,,True
BA,I_IUAI,PC_IND,M_Y20_24,63.19,,True
BE,I_IUAI,PC_IND,M_Y20_24,64.77,,True
BG,I_IUAI,PC_IND,M_Y20_24,41.86,,True
CH,I_IUAI,PC_IND,M_Y20_24,75.95,,True
CY,I_IUAI,PC_IND,M_Y20_24,67.7,,True
CZ,I_IUAI,PC_IND,M_Y20_24,72.07,,True
DE,I_IUAI,PC_IND,M_Y20_24,50.43,,True
DK,I_IUAI,PC_IND,M_Y20_24,71.07,,True
EA,I_IUAI,PC_IND,M_Y20_24,62.22,,True
EE,I_IUAI,PC_IND,M_Y20_24,77.02,,True
EL,I_IUAI,PC_IND,M_Y20_24,78.66,,True
ES,I_IUAI,PC_IND,M_Y20_24,73.64,,True
EU27_2020,I_IUAI,PC_IND,M_Y20_24,60.78,,True
FI,I_IUAI,PC_IND,M_Y20_24,58.38,,True
FR,I_IUAI,PC_IND,M_Y20_24,76.12,,True
HR,I_IUAI,PC_IND,M_Y20_24,53.26,,True
HU,I_IUAI,PC_IND,M_Y20_24,55.35,,True
IE,I_IUAI,PC_IND,M_Y20_24,67.16,u,False
IT,I_IUAI,PC_IND,M_Y20_24,42.76,,True
LT,I_IUAI,PC_IND,M_Y20_24,64.12,,True
LU,I_IUAI,PC_IND,M_Y20_24,56.97,,True
LV,I_IUAI,PC_IND,M_Y20_24,65.61,,True
MK,I_IUAI,PC_IND,M_Y20_24,41.6,u,False
MT,I_IUAI,PC_IND,M_Y20_24,75.42,,True
NL,I_IUAI,PC_IND,M_Y20_24,72.24,,True
NO,I_IUAI,PC_IND,M_Y20_24,76.79,,True
PL,I_IUAI,PC_IND,M_Y20_24,51.48,,True
PT,I_IUAI,PC_IND,M_Y20_24,69.87,,True
RO,I_IUAI,PC_IND,M_Y20_24,44.54,,True
RS,I_IUAI,PC_IND,M_Y20_24,52.18,u,False
SE,I_IUAI,PC_IND,M_Y20_24,62.8,,True
SI,I_IUAI,PC_IND,M_Y20_24,55.29,,True
SK,I_IUAI,PC_IND,M_Y20_24,75.09,u,False
TR,I_IUAI,PC_IND,M_Y20_24,35.03,,True
XK,I_IUAI,PC_IND,M_Y20_24,78.45,,True
AL,I_IUAI,PC_IND_IU3,M_Y20_24,61.13,,True
AT,I_IUAI,PC_IND_IU3,M_Y20_24,67.65,,True
BA,I_IUAI,PC_IND_IU3,M_Y20_24,63.67,,True
BE,I_IUAI,PC_IND_IU3,M_Y20_24,65.48,,True
BG,I_IUAI,PC_IND_IU3,M_Y20_24,42.34,,True
CH,I_IUAI,PC_IND_IU3,M_Y20_24,75.95,,True
CY,I_IUAI,PC_IND_IU3,M_Y20_24,69.35,,True
CZ,I_IUAI,PC_IND_IU3,M_Y20_24,73.4,,True
DE,I_IUAI,PC_IND_IU3,M_Y20_24,52.41,,True
DK,I_IUAI,PC_IND_IU3,M_Y20_24,73.37,,True
EA,I_IUAI,PC_IND_IU3,M_Y20_24,63.17,,True
EE,I_IUAI,PC_IND_IU3,M_Y20_24,77.02,,True
EL,I_IUAI,PC_IND_IU3,M_Y20_24,78.66,,True
ES,I_IUAI,PC_IND_IU3,M_Y20_24,73.9,,True
EU27_2020,I_IUAI,PC_IND_IU3,M_Y20_24,61.71,,True
FI,I_IUAI,PC_IND_IU3,M_Y20_24,58.38,,True
FR,I_IUAI,PC_IND_IU3,M_Y20_24,76.55,,True
HR,I_IUAI,PC_IND_IU3,M_Y20_24,53.51,,True
HU,I_IUAI,PC_IND_IU3,M_Y20_24,56.55,,True
IE,I_IUAI,PC_IND_IU3,M_Y20_24,67.16,u,False
IT,I_IUAI,PC_IND_IU3,M_Y20_24,43.73,,True
LT,I_IUAI,PC_IND_IU3,M_Y20_24,65.78,,True
LU,I_IUAI,PC_IND_IU3,M_Y20_24,56.97,,True
LV,I_IUAI,PC_IND_IU3,M_Y20_24,65.61,,True
MK,I_IUAI,PC_IND_IU3,M_Y20_24,41.6,u,False
MT,I_IUAI,PC_IND_IU3,M_Y20_24,75.42,,True
NL,I_IUAI,PC_IND_IU3,M_Y20_24,72.24,,True
NO,I_IUAI,PC_IND_IU3,M_Y20_24,78.18,,True
PL,I_IUAI,PC_IND_IU3,M_Y20_24,52.15,,True
PT,I_IUAI,PC_IND_IU3,M_Y20_24,70.25,,True
RO,I_IUAI,PC_IND_IU3,M_Y20_24,45.38,,True
RS,I_IUAI,PC_IND_IU3,M_Y20_24,52.18,u,False
SE,I_IUAI,PC_IND_IU3,M_Y20_24,62.8,,True
SI,I_IUAI,PC_IND_IU3,M_Y20_24,55.29,,True
SK,I_IUAI,PC_IND_IU3,M_Y20_24,75.09,u,False
TR,I_IUAI,PC_IND_IU3,M_Y20_24,35.26,,True
XK,I_IUAI,PC_IND_IU3,M_Y20_24,78.45,,True
AL,I_IUAIFE,PC_IND,M_Y20_24,35.39,,True
AT,I_IUAIFE,PC_IND,M_Y20_24,32.13,,True
BA,I_IUAIFE,PC_IND,M_Y20_24,27.32,,True
BE,I_IUAIFE,PC_IND,M_Y20_24,35.91,,True
BG,I_IUAIFE,PC_IND,M_Y20_24,25.47,,True
CH,I_IUAIFE,PC_IND,M_Y20_24,57.92,,True
CY,I_IUAIFE,PC_IND,M_Y20_24,50.7,,True
CZ,I_IUAIFE,PC_IND,M_Y20_24,42.95,,True
DE,I_IUAIFE,PC_IND,M_Y20_24,14.44,,True
DK,I_IUAIFE,PC_IND,M_Y20_24,42.07,,True
EA,I_IUAIFE,PC_IND,M_Y20_24,31.11,,True
EE,I_IUAIFE,PC_IND,M_Y20_24,44.32,,True
EL,I_IUAIFE,PC_IND,M_Y20_24,43.18,,True
ES,I_IUAIFE,PC_IND,M_Y20_24,47.04,,True
EU27_2020,I_IUAIFE,PC_IND,M_Y20_24,30.28,,True
FI,I_IUAIFE,PC_IND,M_Y20_24,29.22,,True
FR,I_IUAIFE,PC_IND,M_Y20_24,34.78,,True
HR,I_IUAIFE,PC_IND,M_Y20_24,32.77,u,False
HU,I_IUAIFE,PC_IND,M_Y20_24,27.51,,True
IE,I_IUAIFE,PC_IND,M_Y20_24,41.75,u,False
IT,I_IUAIFE,PC_IND,M_Y20_24,22.8,,True
LT,I_IUAIFE,PC_IND,M_Y20_24,21.28,,True
LU,I_IUAIFE,PC_IND,M_Y20_24,40.3,,True
