geo_id,automation,aui,expected,auto_resid,aui_resid,wave,gdp_pwa,coding_share,personal_share,lang_group,agency_ai_alone,hof_pdi,hof_idv,hof_uai,hof_pdi_regional,hof_idv_regional,hof_uai_regional,globe_pdi_practices,globe_participative,hof_pdi_extended,log_gdp,prompt_edu,task_hours,autonomy,work_share,coursework_share,english_share,internet,tertiary,test_scores,learning_adj_years,expected_years,secondary_enrol,primary_enrol,edu_spend,globe_future,globe_performance,globe_uai,globe_inst_collectivism,hof_longterm,hof_indulgence
BGD,57.91109729561703,0.1118623113750507,59.3085790025165,5.202402807391849,-1.1740815845414354,2025-08,3967.2406267898255,39.089813140446054,31.40013726835964,english,0.0436941410129096,80.0,20.0,60.0,,,,,,80.0,8.285826075793446,11.493823051452637,3.3163211345672607,3.5662319660186768,39.67055593685656,28.9293067947838,99.20556107249256,53.42171316,23.7295608009814,368.315277099609,5.9894208908081,10.1635427474976,64.2997191043961,106.491310395865,2.0343847791384,,,,,47.0,20.0
BGR,51.385224274406326,1.4596011913060525,63.02882980250017,-2.8493024177469835,0.4445473415659173,2025-08,27428.09326705219,26.31578947368421,40.750853242320815,english,,70.0,30.0,85.0,,,,,,70.0,10.219323068830594,11.404095649719238,2.999180793762207,3.4000000953674316,48.19112627986348,11.0580204778157,98.48484848484848,82.438955,69.5460433959961,441.093322753906,8.68730926513672,12.3093404769897,94.7816314697266,95.2764205932617,4.50109004974365,,,,,69.0,16.0
BIH,51.42045454545454,0.6737524860668648,67.34293163689325,-4.583467777222197,-0.0271700569524021,2025-08,14058.115992760766,11.11111111111111,32.035928143712574,english,,,,,,,,,,,9.550955158716237,11.89820384979248,2.4630839824676514,3.4670658111572266,55.38922155688623,12.574850299401197,95.78947368421052,86.10091103,45.5027618408203,416.134063720703,7.80188322067261,11.7178030014038,87.8663787841797,101.194877624512,3.24564826597779,,,,,,
BOL,53.761283851554666,0.4839902319857235,61.47948941591915,0.1622071824756474,-0.6438788314130341,2025-08,6038.784004183883,19.36758893280632,20.781758957654723,spanish,,,,,,,,4.509756097560977,5.37,,8.705957946849887,11.809895515441896,3.626822710037231,3.5475261211395264,28.33876221498372,50.87947882736157,89.91935483870968,79.70469666,,,,,90.5272216796875,93.6766510009766,7.53980016708374,3.614634146341464,3.609756097560975,3.350609756097561,4.035569105691057,,
BRA,63.94698338927619,0.9260182311201804,57.29862897812377,12.062654418429034,-0.5062801672729386,2025-08,14782.600419414845,28.991336633663373,33.02416579109453,portuguese,0.0215239980207817,69.0,38.0,76.0,,,,5.326086956521742,6.0408745247148286,69.0,9.601206120799924,11.507427215576172,3.7718663215637207,3.4004781246185303,55.21901380384768,11.756820405057788,71.16526472043543,84.46347227,69.7317733764648,413.244750976563,7.87283945083618,11.9070472717285,104.144660949707,104.296913146973,5.61920976638794,3.8101449275362316,4.042270531400965,3.5990338164251208,3.8260869565217392,44.0,59.0
CAN,46.60019040938017,2.9136194486582068,50.42971625282783,-2.4669069269023822,0.9811611993902722,2025-08,83397.40614599641,29.94333724110981,41.78007263816566,english,0.0159739201303993,39.0,80.0,48.0,,,,,,39.0,11.331372486496232,12.189288139343262,2.7401623725891113,3.322000503540039,38.401960355314394,19.81796700651993,95.76202118989404,94.353302,76.2666931152344,533.997985839844,11.724045753479,13.7220153808594,104.320877075195,95.0100479125977,4.84426021575928,,,,,36.0,68.0
CHE,46.90223792697291,2.8129771076417764,55.441171085431336,-4.2202689994779305,1.245427920693141,2025-08,159447.77850270874,23.382045929018787,41.30690737833594,english,0.0197910940076965,34.0,68.0,58.0,,,,4.89685534591195,5.795171339563863,34.0,11.979471740090968,12.007259368896484,2.503704071044922,3.3352952003479004,46.58555729984302,12.107535321821038,80.31885651456845,97.3443985,73.5430526733398,515.139038085938,10.9337730407715,13.2655611038208,101.4287109375,101.21174621582,4.86427021026611,4.730503144654091,4.935010482180292,5.371069182389937,4.061844863731656,74.0,66.0
CHL,50.89507707608155,1.158389348435904,56.718584139791425,-0.7513509731251489,-0.3161450123931062,2025-08,24248.62384782136,26.43985419198056,33.04529981670594,spanish,0.0273348519362186,63.0,23.0,86.0,,,,,,63.0,10.09611514621192,11.96805477142334,3.30997371673584,3.44671368598938,42.89080911233307,24.063891070960985,88.45861807137435,95.590243,110.176902770996,452.218231201172,9.40742969512939,13.0017833709717,105.608551025391,99.4942321777344,4.91201019287109,,,,,31.0,68.0
CIV,59.60912052117264,0.1994331515359349,65.6852251436089,4.285093745356654,-0.6221952827406114,2025-08,4825.4978829441125,24.600638977635786,26.117440841367223,french,0.0515759312320916,,,,,,,,,,8.481669196624498,11.669588088989258,4.1024627685546875,3.5872042179107666,37.68624014022787,36.19631901840491,66.189111747851,41.43219902,12.3354902267456,373.230529785156,4.81159114837646,8.05733776092529,65.3065056618336,93.2964368826882,3.61279988288879,,,,,,
CMR,60.333333333333336,0.2211741123922632,66.92155128102127,4.50223691720435,-0.5104312394474391,2025-08,3250.193069497753,27.641408751334044,24.80544747081712,french,0.081081081081081,,,,,,,,,,8.086469679558626,11.908560752868652,4.238745212554932,3.627431869506836,35.70038910505836,39.494163424124515,78.10810810810811,46.25880051,16.6614294830602,378.868835449219,5.28687429428101,8.72147846221924,44.840795775403,114.407278765947,2.83907623667935,,,,,,
