geo_id,automation,aui,expected,auto_resid,aui_resid,wave,gdp_pwa,coding_share,personal_share,lang_group,agency_ai_alone,hof_pdi,hof_idv,hof_uai,hof_pdi_regional,hof_idv_regional,hof_uai_regional,globe_pdi_practices,globe_participative,hof_pdi_extended,log_gdp,prompt_edu,task_hours,autonomy,work_share,coursework_share,english_share,internet,tertiary,test_scores,learning_adj_years,expected_years,secondary_enrol,primary_enrol,edu_spend,globe_future,globe_performance,globe_uai,globe_inst_collectivism,hof_longterm,hof_indulgence
JPN,43.34666898591059,1.8567345999463332,48.95222379074415,-5.1144461999969835,-0.1833072566635623,2025-08,55246.96466016575,27.103543852702437,43.08948295181687,japanese,0.0175195942830797,54.0,46.0,92.0,,,,5.10943396226415,5.3095854922279795,54.0,10.919568679593294,11.949480056762695,2.799827337265014,3.3265888690948486,44.56859292460381,12.341924123579318,80.5901337021669,85.54153081,64.4907608032227,537.723449707031,11.7351493835449,13.6398515701294,101.537071228027,101.125762939453,3.33663988113403,4.289150943396227,4.216981132075472,4.07311320754717,5.191037735849057,88.0,42.0
KAZ,50.224215246636774,0.4118212959743227,66.38003387496329,-5.3847819773747005,-0.3592146434840926,2025-08,22317.150362946555,28.373450036469738,38.36116910229645,english,0.0606060606060606,,,,,,,5.312146892655367,5.132231404958676,,10.013110736433498,11.307411193847656,2.876309871673584,3.5041754245758057,34.65553235908142,26.98329853862213,82.13716108452951,93.39167254,53.4564204414133,416.154632568359,9.12743663787842,13.7080001831055,97.198884231219,97.5368516005886,4.86469984054565,3.5728813559322035,3.5706214689265536,3.6553672316384183,4.286723163841808,,
KEN,57.37041719342603,0.458706878067009,57.83517844701598,5.2660265916157485,-0.9345226730309912,2025-08,3558.849073408154,31.881918819188193,25.736040609137056,english,0.0329218106995884,,,,64.0,27.0,52.0,,,64.0,8.177192477588836,12.525888442993164,3.7305002212524414,3.475888252258301,42.182741116751274,32.08121827411167,99.72565157750344,34.97622513,10.4185962462804,454.958404541016,8.46923923492432,11.6346340179443,84.3083880306996,98.2483475806861,4.02242346098974,,,,,,
KGZ,58.16733067729084,0.2362953728670812,67.38929654972566,2.1443921428220634,-0.4612511092215122,2025-08,3906.36602991404,17.753623188405797,36.47058823529411,russian,,,,,,,,,,,8.27036281670156,11.108235359191896,3.094399690628052,3.529411792755127,38.35294117647059,25.176470588235293,80.85106382978722,92.0286026,53.1743590503791,420.086517333984,8.65210056304932,12.8724975585938,91.339996215143,98.5949565397186,6.82694680798777,,,,,66.0,39.0
KHM,61.11888111888112,0.2487425380612787,67.59586854284132,5.011218672915064,-0.4337624052272726,2025-08,4189.637022057561,32.87858117326057,36.25218914185639,english,,,,,,,,,,,8.34036937958309,11.185639381408691,3.244063138961792,3.5744307041168213,49.036777583187394,14.711033274956216,97.2222222222222,68.47530365,21.4437426836662,451.889587402344,6.84398031234741,9.46578025817871,58.7893230437643,108.971332849667,2.1809128340295,,,,,,
KOR,44.52803981711904,3.725454261874139,51.394917517947775,-4.934927381915415,1.8632771386203328,2025-08,51496.35067757943,30.858015785453617,33.34204337601255,korean,0.0123546511627906,60.0,18.0,85.0,,,,5.606779661016949,5.575107296137339,60.0,10.849266223511568,12.09174346923828,3.3480303287506104,3.2872819900512695,51.09746537758035,15.56049124640711,86.58430232558139,97.89563777,111.853302001953,537.209716796875,11.684027671814,13.5934190750122,96.2539901733398,100.866508483887,5.40910005569458,3.970338983050846,4.545197740112994,3.5529661016949152,5.19632768361582,100.0,29.0
KWT,58.07453416149069,0.3369833684618052,67.68603199185294,1.9298918715528828,-0.3389563236704838,2025-08,40520.77402630855,14.244186046511626,44.44444444444444,english,,,,,80.0,38.0,68.0,5.1241379310344835,4.994791666666667,80.0,10.609570060507629,10.909561157226562,3.3049612045288086,3.4031007289886475,38.50129198966408,17.05426356589147,99.17355371900828,99.74729919,51.8967176944636,383.402221679688,7.38203382492065,12.0337619781494,95.3934020996094,82.3634126791806,6.43592667889685,3.2620689655172423,3.954022988505747,4.206896551724138,4.485632183908046,,
LAO,62.880886426592795,0.2885905743125494,67.37788364810537,6.862628805795907,-0.4097869381589794,2025-08,3137.563145458921,13.648293963254591,32.35294117647059,english,,,,,,,,,,,8.051201709280198,10.463234901428224,3.261396884918213,3.382352828979492,47.05882352941176,20.588235294117645,97.2222222222222,65.59269714,14.8841695785522,368.14208984375,6.25232076644897,10.614652633667,51.8523602531839,93.8514019047136,1.23375160355741,,,,,,
LBN,53.8235294117647,0.7237694929087171,67.77799388369353,-2.3588303396155226,0.054526005539631,2025-08,7649.559298285476,34.38395415472779,28.258064516129032,english,,,,,80.0,38.0,68.0,,,80.0,8.942403317093914,12.073453903198242,3.285515546798706,3.5064432621002197,44.645161290322584,27.09677419354839,99.01960784313728,80.63400269,54.4012561547071,389.889038085938,6.33523941040039,10.1555166244507,63.7923011779785,81.7691124093498,1.22490869993085,,,,,,
LKA,60.09771986970684,1.00780969097685,58.51594424716837,7.714118419743535,-0.3358499012787592,2025-08,6855.768591970304,37.865612648221344,24.57680250783699,english,,,,,,,,,,,8.832845707078214,12.002508163452148,3.1546518802642822,3.607836961746216,44.576802507836994,30.846394984326015,100.0,54.59,20.7412633848006,400.0,8.46218395233154,13.2221622467041,87.9534065332114,91.4511421235026,1.82774571561927,,,,,,
LTU,45.86173320350536,2.129776532955327,65.65331867785828,-9.449207381197908,1.3058248295108663,2025-08,45109.332193465,21.91387559808613,41.60377358490566,english,,42.0,60.0,65.0,,,,,,42.0,10.716844426335092,11.824528694152832,2.5128016471862793,3.375471591949463,43.39622641509434,15.0,95.86206896551724,89.16116293,75.6177368164062,495.886291503906,10.9752321243286,13.8328495025635,104.860809326172,100.533866882324,4.25285005569458,,,,,82.0,16.0
LVA,49.37106918238994,2.112291617793881,68.18235358621374,-6.977135585696914,1.4724915804438194,2025-08,37168.53471842537,21.240310077519386,48.18481848184818,english,,44.0,70.0,63.0,,,,,,44.0,10.523217841433432,11.156765937805176,2.2069966793060303,3.3943893909454346,41.584158415841586,10.231023102310232,97.38562091503267,92.70757011,82.917350769043,503.869781494141,10.9788007736206,13.6181030273438,101.252647399902,97.5693511962891,4.3196702003479,,,,,69.0,13.0
MAR,57.29764181007011,0.7364220658651062,60.7735023021317,3.988120316620616,-0.4428534462210973,2025-08,6159.655576326082,42.063983488132095,31.56467854376453,english,0.0379048931771192,70.0,46.0,68.0,,,,5.801923076923076,5.390522875816994,70.0,8.725776142030302,11.617112159729004,3.445149183273315,3.5752999782562256,38.96204492641363,29.473276529821852,83.32184700206754,91.2,48.1839617510572,380.405212402344,6.31768131256104,10.3798542022705,89.9834863018408,116.588650279809,6.02096928801329,3.2586538461538472,3.9871794871794872,3.6522435897435903,3.8653846153846154,14.0,25.0
MDA,52.916666666666664,1.2359199736766049,68.22669797995405,-3.4497256128731664,0.5993488731681214,2025-08,11853.79921916384,24.94929006085193,32.838283828382835,english,,,,,,,,,,,9.380403704391265,11.653465270996094,2.982161521911621,3.412541151046753,39.76897689768977,27.39273927392739,95.8904109589041,77.3687973,74.7109378669046,438.620941162109,8.28882122039795,11.8109121322632,99.3439166347193,107.605837807201,6.55709981918335,,,,,71.0,19.0
MDG,56.9060773480663,0.1219382063595331,67.70417403249444,0.7539942399299235,-0.5526804731606145,2025-08,950.4549962287342,29.331046312178387,26.77760968229955,french,,,,,,,,,,,6.856940813336473,12.027231216430664,3.3364450931549072,3.6081695556640625,52.64750378214826,20.574886535552196,71.54471544715447,18.67790031,6.1466638463036,350.773315429688,4.71344089508057,8.39830303192139,34.1320359801924,132.73958355273,3.04770386693564,,,,,,
MEX,53.02139926821155,0.3995778562692801,55.10792616468092,2.035570178609426,-1.1922365581663064,2025-08,21055.23141283793,29.720889664195376,32.853137387605145,spanish,0.0268608414239482,81.0,30.0,82.0,,,,5.223882113821137,4.618032786885246,81.0,9.954904331408958,11.428902626037598,3.341367721557617,3.4646689891815186,34.51609784395243,32.63076476844242,89.70873786407768,83.12233799,48.203441619873,430.065124511719,8.82425403594971,12.8240079879761,103.093322753906,102.280960083008,4.05987977981567,3.8655487804878046,4.098577235772355,4.176829268292684,4.057418699186991,24.0,97.0
MKD,56.310679611650485,1.0834015899757727,67.64328197052951,0.1835709136022885,0.4043490552226598,2025-08,14284.258368739234,17.878787878787875,27.728613569321535,english,,,,,,,,,,,9.566913396533058,12.253686904907228,2.5046017169952393,3.37463116645813,52.8023598820059,19.469026548672566,98.8095238095238,93.6,55.0082015991211,413.617309570313,7.29640483856201,11.0252952575684,90.0724868774414,96.3131713867188,,,,,,,
MNE,47.48858447488584,2.1301752508287004,69.61481236568028,-9.447132225600626,1.5946796934123884,2025-08,20082.201107362056,6.756756756756757,42.63565891472868,english,,,,,,,,,,,9.907589184698672,12.17391300201416,3.095869541168213,3.231884002685547,57.36434108527132,,96.42857142857144,88.88258428,55.1743011474609,436.129730224609,8.9080924987793,12.765830039978,93.8724975585938,106.109619140625,,,,,,75.0,20.0
MOZ,66.04215456674473,0.0950271318168425,50.65117849157179,16.884226199438395,-1.8213053454789625,2025-08,1200.8185090654026,7.947019867549669,32.240437158469945,portuguese,,,,,,,,,,,7.090758694145664,10.377049446105955,4.287704944610596,3.5601093769073486,32.51366120218579,35.24590163934426,75.0,20.52729988,7.4630510423433,368.243591308594,4.47178792953491,7.58972454071045,37.2411918640137,119.162225223393,5.97607342054314,,,,,,
MUS,51.864406779661024,1.3250879343264177,65.97980319962105,-3.580438916329875,0.5249091999453782,2025-08,16566.49364893835,5.128205128205129,32.78145695364238,english,,,,,,,,,,,9.715137479636018,11.68874168395996,3.3094370365142822,3.529801368713379,52.64900662251656,14.56953642384106,93.25842696629212,73.30793533,45.7771156388358,472.767211914063,9.40572452545166,12.4344024658203,90.7246586359898,107.347861424363,4.247389793396,,,,,,
MYS,49.769295302013425,0.7466611773005524,56.34988653355704,-1.7259142645291163,-0.7547198981581223,2025-08,16744.801251132354,31.632862118418352,30.926675663517766,english,0.020358306188925,104.0,26.0,36.0,,,,5.17391304347826,5.089583333333334,104.0,9.7258431160108,12.111785888671877,3.2763922214508057,3.4743590354919434,43.4098065677013,25.663517768780924,98.9413680781759,98.0206059,38.5013945445142,445.675323486328,8.88928508758545,12.4660329818726,80.2757406864183,90.3595586965317,3.51481008529663,4.576811594202898,4.338308457711443,4.777777777777777,4.606617647058823,41.0,57.0
NGA,58.29953432477092,0.2018990270958249,56.643839290380015,6.683762299698451,-1.2780778796251422,2025-08,1441.664986299227,34.42742523705325,35.23859465128474,english,0.0408986175115207,,,,77.0,20.0,54.0,5.797836538461537,5.1214859437751015,77.0,7.2735539651244,11.562851905822754,4.166932106018066,3.545943021774292,47.404299947561626,17.357105401153646,99.82718894009216,41.21139908,,309.024963378906,5.03834247589111,10.1899995803833,46.8931503295898,89.5871124267578,0.319069049792343,4.093028846153847,3.9158653846153846,4.28886217948718,4.137019230769231,13.0,84.0
NLD,44.7568988173456,2.561266349939384,53.180455640157874,-5.438393086308629,0.8291031774593409,2025-08,105769.21585185928,26.64008232570105,41.46609651802076,english,0.0127511591962905,38.0,80.0,53.0,,,,4.107534246575341,5.588850174216028,38.0,11.569014790584296,12.123106956481934,2.50061559677124,3.317293643951416,48.014660965180205,10.519242516799023,88.3693972179289,97.00679779,86.5938262939453,519.634643554688,11.5390224456787,13.8787689208984,137.514724731445,104.15657043457,5.17918014526367,4.613698630136986,4.319634703196347,4.696347031963471,4.462328767123288,67.0,68.0
NOR,43.8731379144642,2.2597983776357173,59.17276377490244,-8.779853004507459,0.9639650964982168,2025-08,133499.89761071428,21.348314606741575,43.844856661045526,english,0.0235690235690235,31.0,69.0,50.0,,,,,,31.0,11.801855989861206,12.116681098937988,2.339810371398926,3.3192923069000244,39.713322091062395,16.441821247892076,88.43995510662177,99.0,95.4987564086914,513.587829589844,11.2338733673096,13.6708278656006,116.254272460938,98.5439224243164,5.43234014511108,,,,,35.0,55.0
NPL,56.660231660231666,0.4218270479195148,62.55810596798355,2.618768722238464,-0.6275025558286769,2025-08,2250.486467692543,41.403674046161086,28.169856459330145,english,0.0463917525773195,,,,,,,,,,7.718901679692267,12.28033447265625,3.498774528503418,3.570233106613159,50.77751196172249,21.05263157894737,99.3127147766323,46.32189941,21.2915596292014,368.557586669922,7.22666120529175,12.2549734115601,90.3878462155916,124.621898762462,3.68849173764595,,,,,,
NZL,46.46549315451243,4.04852631687659,54.13837117645899,-4.122680426349618,2.3861137600977225,2025-08,74633.69897073443,20.455168631752127,43.715469613259664,english,,22.0,79.0,49.0,,,,4.8868131868131846,5.61911231884058,22.0,11.22034741302332,11.959641456604004,2.74758243560791,3.2925145626068115,46.68508287292818,9.599447513812152,99.59239130434784,93.51930237,77.2406463623047,519.748413085938,11.3902349472046,13.696813583374,114.231056213379,96.6948623657227,5.21326017379761,3.468131868131868,4.7216117216117235,4.752747252747253,4.811355311355311,33.0,75.0
OMN,56.63082437275986,0.2967574400701719,65.97980319962105,1.1859786767689613,-0.5034212943108676,2025-08,27874.66708509641,6.0606060606060606,29.75206611570248,english,,,,,,,,,,,10.235473565555544,11.512396812438965,3.767245292663574,3.443526268005371,45.17906336088154,25.068870523415978,98.3957219251337,95.25174678,42.226921081543,423.513427734375,8.64499092102051,12.7578458786011,95.1220397949219,94.7204132080078,4.38311004638672,,,,,,
PAK,64.07820611951838,0.2394096958695171,60.76238575574617,10.773243991924431,-0.9406752674944634,2025-08,2515.0984411018367,48.19562641387483,29.347094458155706,english,0.0351123595505618,55.0,14.0,70.0,,,,,,55.0,7.830067223359015,11.476783752441406,3.775440454483032,3.543292999267578,49.43908458604442,21.213820955799864,99.80337078651684,57.253,10.8564126844434,338.656555175781,5.0792350769043,9.37386798858643,48.2805022055997,83.726068200404,1.94658005237579,,,,,50.0,0.0
PAN,54.21511627906976,0.9076556588864464,59.02599018451361,1.6223234174178955,-0.3988649406109006,2025-08,29533.717672235955,12.233285917496444,31.57894736842105,english,,95.0,11.0,86.0,,,,,,95.0,10.29328786157298,11.167105674743652,3.2515792846679688,3.4184210300445557,34.473684210526315,33.94736842105263,90.45454545454544,72.77149963,53.6949637061742,376.864685058594,6.48086738586426,10.7480020523071,76.5998992919922,96.9385299682617,2.47225999832153,,,,,,
PER,52.61774813017991,0.8485933711590928,55.20851926880082,1.5906615539158864,-0.7358963568278859,2025-08,12646.323877661176,22.371541501976285,19.381527193815273,spanish,0.0272314674735249,64.0,16.0,87.0,,,,,,64.0,9.445121849366132,11.879051208496094,3.363028049468994,3.420203447341919,32.808897328088975,47.80957547809576,91.52798789712556,81.95705992,,415.025421142578,8.63224697113037,12.9995756149292,108.289047241211,112.787780761719,4.35778999328613,,,,,25.0,46.0
PHL,51.96177627880832,0.4506373532469348,54.536339723642605,1.2103789643619862,-1.1827971254615564,2025-08,5979.632691012824,31.038275406951165,27.297433316557623,english,0.0192107995846313,94.0,32.0,44.0,,,,5.4415525114155265,5.483333333333333,94.0,8.696114422150659,11.738801956176758,2.961841821670532,3.424358367919922,40.1711122294917,32.53145445395068,99.84423676012462,67.26300914,47.4134996154186,361.64599609375,7.49233388900757,12.9483213424683,85.2945085684493,94.0330906383194,3.92501087473821,4.15285388127854,4.473563218390806,3.890981735159817,4.65068493150685,27.0,42.0
POL,46.23963982400491,1.6075854166559187,53.82327010302571,-4.219297479201096,-0.0777712234446783,2025-08,38209.25361666856,34.39407585309716,40.00442526828189,english,0.0197368421052631,68.0,60.0,93.0,,,,5.101631701631701,5.2768719806763285,68.0,10.550833006533033,12.039711952209473,2.564443588256836,3.382079601287842,48.15798207766346,11.837592654054651,94.4838056680162,88.58496367,80.9149627685547,530.085815429688,11.3741827011108,13.4107799530029,107.881309509277,105.358512878418,4.31372976303101,3.105594405594405,3.888111888111889,3.6229603729603723,4.530303030303029,38.0,29.0
PRT,48.75217643644806,2.012603970534846,56.8417967656557,-2.944786321997882,0.5470413365340461,2025-08,46013.61009194968,27.66259585345072,38.31845238095239,english,0.0179968701095461,63.0,27.0,104.0,,,,5.440909090909091,5.256329113924051,63.0,10.736692503273996,11.788442611694336,2.845104217529297,3.3968253135681152,46.45337301587302,15.2281746031746,84.19405320813772,88.48704454,77.6778182983398,508.514892578125,11.3100528717041,13.9008378982544,120.347076416016,110.98851776123,4.55160999298096,3.7090909090909103,3.5984848484848486,3.909090909090909,3.9204545454545454,28.0,33.0
PRY,59.248120300751886,0.5773283079736656,72.15634580162157,1.2700132420840973,0.2268944968847515,2025-08,9785.666997682889,10.3397341211226,32.22416812609457,spanish,,,,,,,,,,,9.188674042829756,11.7145357131958,3.129964828491211,3.4851138591766357,44.65849387040281,23.117338003502628,78.90625,81.57806793,,385.544281005859,6.97648620605469,11.309476852417,79.1305613911018,89.4386417386793,3.53410005569458,,,,,,
PSE,55.14950166112956,0.3828694822211485,69.08017685024927,-1.5669384016603516,-0.1915555579771464,2025-08,,27.035830618892508,31.343283582089555,english,,,,,,,,,,,,12.446096420288086,3.415985107421875,3.5204460620880127,43.28358208955225,25.37313432835821,100.0,86.63765334,44.4904623709098,412.317749023438,8.04729080200195,12.1982545852661,89.1210984011759,91.4422361153306,5.43442010879517,,,,,,
QAT,53.53319057815846,0.7669330494269564,69.01719190424515,-3.157416694278666,0.1879217606532841,2025-08,93076.97642309398,16.596638655462186,34.18994413407821,english,,,,,,,,4.733168316831683,4.619047619047619,,11.4411821332519,11.78324031829834,3.5875420570373535,3.394413471221924,40.78212290502793,25.027932960893857,99.59183673469389,98.08540344,43.0178909301758,427.477844238281,8.77822017669678,12.8343200683594,99.578857421875,97.5567016601562,3.23368000984192,3.7782178217821785,3.4455445544554437,3.985148514851485,4.504125412541255,,
ROU,50.15356265356266,1.040092919159192,59.67116647210275,-2.7038442918543737,-0.2194491717016737,2025-08,31327.812791877608,31.289261142686208,39.06490310673639,english,0.0337186897880539,90.0,30.0,90.0,,,,,,90.0,10.352261569567924,11.84501838684082,2.84195876121521,3.4145140647888184,45.06305752076284,15.872039372500767,95.56840077071293,91.29048551,55.1682891845703,442.161743164063,8.36918926239014,11.8299312591553,81.6316070556641,84.946662902832,3.2788200378418,,,,,52.0,20.0
RWA,62.74193548387097,0.2990548253742415,67.67736966418907,6.600845980887897,-0.3775156141100461,2025-08,1702.5314089029812,30.93415007656968,22.633136094674555,english,,,,,,,,,,,7.439871486548342,12.044313430786133,3.738700389862061,3.583456516265869,42.159763313609474,35.20710059171598,97.14285714285714,31.70330048,9.41173924647801,358.083984375,3.92577123641968,6.85204315185547,48.790277194547,149.572183149389,4.61476993560791,,,,,18.0,37.0
SAU,55.53914327917282,0.4143273937878727,61.60808563621731,1.8873238610739664,-0.704177936376871,2025-08,41985.798549031635,30.994989262705797,35.267857142857146,english,0.0244372990353697,,,,80.0,38.0,68.0,,,80.0,10.64508671030178,11.662627220153809,3.89688491821289,3.453443765640259,43.36734693877551,21.364795918367346,98.77813504823152,100.0,83.884129573915,398.968933105469,7.88817739486694,12.3571290969849,110.66346516974,103.984471859469,4.48087978363037,,,,,36.0,52.0
SEN,59.22693266832918,0.294766119812222,65.39761616050835,4.020866501124786,-0.5478045613454176,2025-08,3054.5670941438534,25.845410628019323,25.794155019059723,french,0.0845070422535211,,,,,,,,,,8.024393157520164,11.72299861907959,3.547865152359009,3.672172784805298,43.07496823379924,31.13087674714104,70.77464788732394,60.11780167,15.3302400879779,412.453857421875,4.83831882476807,7.33160591125488,44.0673682244069,85.3279669566335,6.16277045366329,,,,,,
SGP,45.306277261520954,4.571735157758412,52.7763093764984,-4.723257165730999,2.810144076809081,2025-08,121453.275988157,26.90232558139535,33.02572157863735,english,0.0154061624649859,74.0,20.0,8.0,,,,4.986363636363638,5.318807339449541,74.0,11.707284908032417,12.829996109008787,3.231816291809082,3.3873183727264404,40.78146475554683,26.192813665815827,99.2296918767507,94.37757178,97.2886546863037,575.272155761719,12.813289642334,13.9209003448486,103.082801906213,100.245139192048,2.19099857819757,5.068181818181817,4.901515151515151,5.306818181818182,4.9043560606060606,72.0,46.0
SLV,63.52941176470588,0.399629947052067,63.37981544959199,9.150931013473643,-0.5898668842880299,2025-08,8315.64872508447,16.027088036117384,26.119402985074625,spanish,,66.0,19.0,94.0,,,,5.676923076923076,5.44,66.0,9.0258944072349,11.78544807434082,3.3065671920776367,3.527985095977783,39.365671641791046,34.51492537313433,88.81118881118881,66.47769928,32.8347079463918,435.922760009766,7.63728857040405,10.9498882293701,62.1425847697468,89.8804082588561,3.31666994094849,3.8000000000000003,3.717948717948718,3.6153846153846154,3.7115384615384617,20.0,89.0
SRB,48.73501997336884,1.421558574939597,61.52232048141024,-4.8816235272407695,0.296808255392387,2025-08,21462.94212470453,26.575698505523064,39.468008626887126,english,,86.0,25.0,92.0,,,,,,86.0,9.974083104863308,11.912293434143066,2.5987708568573,3.4004313945770264,52.55212077641984,7.979870596693027,92.7927927927928,87.69071294,70.582649230957,457.453491210938,9.75260734558105,13.3245878219604,89.8402786254883,95.9914169311523,3.40377998352051,,,,,52.0,28.0
SVK,51.24434389140271,0.9717083986314544,67.44489421176667,-4.8013975958147554,0.2782102600678869,2025-08,39478.157128320294,22.591362126245848,41.36933461909354,english,,104.0,52.0,51.0,,,,,,104.0,10.583502813843964,11.806171417236328,3.1675796508789062,3.3866922855377197,42.333654773384765,16.2970106075217,92.30769230769232,89.82507032,54.4743194580078,485.350006103516,9.79978275299072,12.6194791793823,93.1929931640625,102.752586364746,4.65688991546631,,,,,77.0,28.0
SVN,49.913043478260875,1.654879243622467,68.65631414774018,-6.629552562632661,1.0495906425439148,2025-08,53656.97978357421,17.6672384219554,41.90193164933135,english,,71.0,27.0,88.0,,,,5.33320610687023,5.331692913385827,71.0,10.890366838079048,12.049034118652344,2.296255588531494,3.364041566848755,45.61664190193165,12.481426448737,92.2077922077922,90.76355487,80.0806884765625,520.809020996094,11.3709392547607,13.6457633972168,107.626876831055,100.884101867676,5.28065013885498,3.5877862595419856,3.661577608142494,3.780534351145038,4.128498727735369,49.0,48.0
SWE,46.94098538170006,2.198774555619245,56.385376244899014,-4.568780016528329,0.6999776633409771,2025-08,92702.13665967331,27.708609271523184,42.86064769381747,english,0.0197486535008976,31.0,71.0,29.0,,,,4.851471135940409,5.491433891992551,31.0,11.437146800475732,12.07626247406006,2.481621026992798,3.3575282096862793,44.136408243375854,13.002944062806671,91.74147217235188,95.52930428,83.9988098144531,519.361755371094,11.5808744430542,13.9364252090454,131.96354675293,114.869583129883,7.31909990310669,4.385754189944128,3.7180633147113578,5.321880819366853,5.2237430167597765,53.0,78.0
THA,54.0538274503228,0.9351838778279836,54.25114130219478,3.419402071197723,-0.7190173227251108,2025-08,10509.89704549089,28.51307189542483,33.33333333333333,english,0.0156075808249721,64.0,20.0,64.0,,,,5.627027027027025,5.173814898419865,64.0,9.260072667961063,11.672185897827148,3.376551389694214,3.4800796508789062,48.94782716971734,17.71883949694932,97.26867335562989,90.86718789,44.9845744019321,426.599975585938,8.68309020996094,12.7213582992554,92.507325535959,101.004223573604,2.52122219628772,3.4252252252252267,3.9339339339339316,3.925675675675676,4.03003003003003,32.0,45.0
TUN,60.53493449781659,0.8864614890600662,65.02898175542515,5.480060891811114,0.0170486952643168,2025-08,6506.121121775293,50.84835630965006,23.0,english,0.0478260869565217,,,,,,,,,,8.780498723794418,12.426400184631348,3.496667861938477,3.6284000873565674,39.16,37.84,87.53623188405797,76.5,38.1219482421875,384.078735351563,6.49405193328857,10.5675792694092,90.3264236450195,104.424217224121,6.73398856321206,,,,,,
TUR,54.13096996553421,0.6830201869010764,58.64324948032797,1.6951552549798876,-0.6513696753435223,2025-08,22651.310447180294,46.43576705363138,40.695296523517385,english,0.0199769496734537,66.0,37.0,85.0,,,,5.571621621621618,5.377758420441347,66.0,10.027972985625215,11.70427131652832,3.393911838531494,3.455805540084839,42.24039990911157,17.064303567371052,95.38993469074144,87.3078767,105.88606262207,477.962646484375,9.22749519348145,12.06618309021,118.411979675293,102.43807220459,3.09571003913879,3.743243243243244,3.825287356321839,3.6300675675675675,4.034346846846846,46.0,49.0
TWN,46.641237550328455,2.2949679537585976,53.10219088845061,-3.521954668383053,0.557105933715897,2025-08,48391.047952063214,30.464876033057852,35.08862724802691,english,0.0148482892188508,58.0,17.0,69.0,,,,5.181944444444445,4.528601694915254,58.0,10.787070115929458,12.493983268737791,3.547492504119873,3.4796221256256104,45.80152671755725,19.10984603441584,92.44673983214976,,,,,,,,,3.955864197530863,4.562305295950156,4.338734567901235,4.586419753086419,93.0,49.0
TZA,64.82939632545933,0.0416122668080403,67.35758676659594,8.819463314241595,-0.6582431630042623,2025-08,2148.799090380761,30.864197530864196,35.8433734939759,english,,,,,64.0,27.0,52.0,,,64.0,7.672664402453899,11.57530117034912,3.638132572174072,3.572289228439331,53.01204819277109,11.144578313253012,98.69281045751634,31.16209984,4.01880979537964,388.480163574219,4.48491764068604,7.21548700332642,28.231330871582,92.6902654262381,3.15504437906936,,,,,34.0,38.0
UGA,56.44891122278057,0.0858703413470118,67.64822391759395,0.319775623217815,-0.5928223455516252,2025-08,2079.882474647875,27.631578947368425,25.416036308623298,english,,,,,,,,,,,7.640066668525896,12.15885066986084,4.219666957855225,3.6550681591033936,42.36006051437216,32.22390317700454,100.0,8.949831061,,397.15966796875,4.33587217330933,6.82325077056885,,106.169578552246,2.56105027176925,,,,,24.0,52.0
UKR,51.83762111593718,0.9231204363626976,58.424497373520374,-0.5084741033275719,-0.427197859608612,2025-08,7490.372998752378,34.46586082979418,32.224893162393165,english,0.0375699440447641,,,,,,,,,,8.921373874837714,11.623180389404297,2.754094123840332,3.392709255218506,36.01762820512821,31.757478632478637,81.13509192645884,82.47489929,87.1920013427734,478.17333984375,9.87451553344727,12.9065580368042,86.1695022583008,93.3063201904297,5.14010000228882,,,,,86.0,14.0
URY,57.08556149732619,1.3136128765963584,69.72812451267032,0.1033706927351261,0.7863681426811416,2025-08,36408.30401277872,16.272965879265094,35.714285714285715,spanish,,61.0,36.0,100.0,,,,,,61.0,10.50255215982583,11.948328018188477,3.0361247062683105,3.3966565132141113,41.33738601823708,22.9483282674772,87.01298701298701,91.99109007,79.9536903496537,437.696624755859,8.55120277404785,12.2105159759522,119.105005958635,104.532465643859,4.76461982727051,,,,,26.0,53.0
USA,49.07382312471334,3.6243515142461553,48.46432961971896,0.8128139742005658,1.5487836456483677,2025-08,132531.7570859901,26.10597212974185,40.43061765268305,english,0.0180879587018288,40.0,91.0,46.0,,,,4.88244680851064,5.898824517212426,40.0,11.79457757181136,12.312009811401367,2.6975748538970947,3.24662446975708,41.95448874966991,17.61489359764704,99.59582216175116,94.69380188,79.361930847168,511.798675537109,10.556770324707,12.8917512893677,97.4734878540039,96.9717330932617,5.42038011550903,4.1518617021276585,4.489361702127657,4.148492907801419,4.195478723404255,26.0,68.0
UZB,53.97849462365591,0.0801153601568852,68.45514521615833,-2.481593529801984,-0.5398213558191072,2025-08,5015.875475814878,26.096033402922757,34.26150121065375,english,0.0678466076696165,,,,,,,,,,8.520363256608844,10.476420402526855,3.3076541423797607,3.5392987728118896,28.45036319612591,37.28813559322034,89.97050147492625,89.50550079,56.517478700865,474.075134277344,9.13336372375488,12.0410289764404,96.8399222342106,94.4316700664149,5.47287597270024,,,,,,
VNM,53.19333397553222,0.5969477865036321,57.533605172167285,1.2126313290098525,-0.8182408213197034,2025-08,6717.646893699442,42.61480787253984,27.567777669808574,english,0.0241518113858539,70.0,20.0,30.0,,,,,,70.0,8.812493207567186,12.207714080810549,3.688037395477295,3.5236568450927734,48.03226119910601,24.399961131085412,91.83438757906843,84.15,37.5923642016718,519.100280761719,10.6805419921875,12.8594398498535,93.4123434096522,106.332886485835,2.88738689372749,,,,,57.0,35.0
