geo_id,rule_of_law,reg_quality,gov_eff
PAN,-0.3600251376628876,0.12713214755058289,-0.12745080888271332
PLW,0.952804446220398,0.4429825246334076,0.44982853531837463
PER,-0.551391065120697,0.20857498049736023,-0.39776611328125
PHL,-0.5183374881744385,0.06278559565544128,0.0647772029042244
PNG,-0.6161350011825562,-0.6822091341018677,-0.807290256023407
POL,0.4306092858314514,0.7173056602478027,0.2594890296459198
PRI,0.5330233573913574,0.8485126495361328,-0.48219168186187744
PRK,-1.6610866785049438,-2.3930160999298096,-1.4629855155944824
PRT,1.113929033279419,0.7626733183860779,1.0015910863876343
PRY,-0.590548574924469,-0.16990166902542114,-0.613315761089325
QAT,0.9193159341812134,0.8705167770385742,1.1368285417556763
REU,0.692453920841217,0.9721168875694275,0.9437137842178345
ROM,0.4041557312011719,0.36453306674957275,4.705896208179183e-05
RUS,-1.1952940225601196,-1.1419726610183716,-0.6954110264778137
RWA,0.14646609127521515,0.16292978823184967,0.23248597979545593
WSM,0.9450176954269409,-0.2729046046733856,0.30470380187034607
SAU,0.290623277425766,0.41858547925949097,0.5830507874488831
SDN,-1.264525055885315,-1.5813111066818237,-1.7053091526031494
SEN,-0.26250022649765015,-0.29652130603790283,-0.0012492777314037085
SGP,1.7792776823043823,2.2143783569335938,2.1448259353637695
SLB,-0.24193236231803894,-0.7663862109184265,-0.6747875213623047
SLE,-0.8286489248275757,-1.0555778741836548,-1.1602528095245361
SLV,-0.7413539290428162,-0.46272405982017517,-0.3203328251838684
SMR,1.7497817277908325,0.5458997488021851,1.771100640296936
SOM,-2.286855459213257,-1.900155782699585,-2.0263679027557373
STP,-0.6140713095664978,-0.8902429342269897,-0.8437314629554749
SUR,-0.12762586772441864,-0.7898728847503662,-0.9439558386802673
SVK,0.6225378513336182,0.8502529859542847,0.37862148880958557
SVN,0.9726565480232239,0.6949440240859985,1.0690666437149048
SWE,1.6900684833526611,1.6815769672393799,1.572977066040039
SWZ,-0.6023032069206238,-0.718993604183197,-0.6861204504966736
SYC,0.46020254492759705,0.32758283615112305,0.6621673107147217
SYR,-2.0694422721862793,-1.823899745941162,-1.752044916152954
TCD,-1.3725299835205078,-1.1493570804595947,-1.422905683517456
TGO,-0.5588340163230896,-0.5628679990768433,-0.64258873462677
THA,0.06730778515338898,0.16501940786838531,0.12828506529331207
TJK,-1.2558006048202515,-1.1979774236679077,-0.7561260461807251
TKM,-1.492236852645874,-2.067060708999634,-1.1583536863327026
TMP,-0.8833959698677063,-0.4728112518787384,-0.7677801251411438
TON,0.5944026708602905,-0.3478207290172577,-0.16647757589817047
TTO,-0.16787469387054443,-0.07409218698740005,-0.02512027695775032
TUN,-0.08531227707862854,-0.4141758978366852,-0.29940810799598694
TUR,-0.45811596512794495,-0.24463890492916107,-0.19902965426445007
TUV,0.8126078844070435,-0.14496363699436188,-0.3116746246814728
TWN,1.258278489112854,1.409888744354248,1.4035176038742065
TZA,-0.44315850734710693,-0.563533365726471,-0.42673471570014954
UGA,-0.38324764370918274,-0.49033933877944946,-0.5839691758155823
UKR,-0.9187802076339722,-0.33159732818603516,-0.49629417061805725
URY,0.7676889300346375,0.7135794162750244,0.8499627113342285
USA,1.3716884851455688,1.4244399070739746,1.255993127822876
UZB,-0.8541072010993958,-0.5503154397010803,-0.32951590418815613
VCT,0.6443366408348083,0.34886762499809265,0.31798094511032104
VEN,-2.197214365005493,-2.0458433628082275,-1.688180923461914
VIR,0.9567858576774597,1.39833402633667,0.6679181456565857
VNM,-0.1584434062242508,-0.429956316947937,0.17549079656600952
VUT,0.3206154704093933,-0.09081613272428513,-0.5362803936004639
WBG,-0.5529352426528931,-0.03686917945742607,-0.9009525775909424
JEY,1.690608263015747,0.9770467877388,1.1706479787826538
YEM,-1.849666953086853,-1.917549729347229,-2.232541561126709
SRB,-0.11329034715890884,0.1370924413204193,0.06566847860813141
ZAF,0.019737321883440018,-0.18512575328350067,-0.12531796097755432
ZAR,-1.672433853149414,-1.476069450378418,-1.7459200620651245
ZMB,-0.5191540122032166,-0.5290579199790955,-0.6582327485084534
ZWE,-1.236283779144287,-1.4259673357009888,-1.254612922668457
