geo_id,automation,aui,expected,auto_resid,aui_resid
JOR,56.82870370370371,0.4572122869157157,68.05569089557434,0.5324486623435121,-0.19181069371448067
JPN,43.34666898591059,1.8567345999463332,48.95222379074415,-5.1144461999969835,-0.1833072566635623
KAZ,50.224215246636774,0.4118212959743227,66.38003387496329,-5.3847819773747005,-0.3592146434840926
KEN,57.37041719342603,0.458706878067009,57.83517844701598,5.2660265916157485,-0.9345226730309912
KGZ,58.16733067729084,0.2362953728670812,67.38929654972566,2.1443921428220634,-0.4612511092215122
KHM,61.11888111888112,0.2487425380612787,67.59586854284132,5.011218672915064,-0.4337624052272726
KOR,44.52803981711904,3.725454261874139,51.394917517947775,-4.934927381915415,1.8632771386203326
KWT,58.07453416149069,0.3369833684618052,67.68603199185294,1.9298918715528828,-0.3389563236704838
LAO,62.880886426592795,0.2885905743125494,67.37788364810537,6.862628805795907,-0.4097869381589794
LBN,53.8235294117647,0.7237694929087171,67.77799388369353,-2.3588303396155226,0.05452600553963105
LKA,60.09771986970684,1.00780969097685,58.51594424716837,7.714118419743535,-0.33584990127875924
LTU,45.86173320350536,2.129776532955327,65.65331867785828,-9.449207381197908,1.3058248295108665
LVA,49.37106918238994,2.112291617793881,68.18235358621374,-6.977135585696914,1.4724915804438194
MAR,57.29764181007011,0.7364220658651062,60.7735023021317,3.9881203166206163,-0.44285344622109735
MDA,52.916666666666664,1.2359199736766049,68.22669797995405,-3.4497256128731664,0.5993488731681214
MDG,56.9060773480663,0.1219382063595331,67.70417403249444,0.7539942399299235,-0.5526804731606145
MEX,53.02139926821155,0.3995778562692801,55.10792616468092,2.035570178609426,-1.1922365581663064
MKD,56.310679611650485,1.0834015899757727,67.64328197052951,0.1835709136022885,0.40434905522265985
MNE,47.48858447488584,2.1301752508287004,69.61481236568028,-9.447132225600626,1.5946796934123884
MOZ,66.04215456674473,0.0950271318168425,50.65117849157179,16.884226199438395,-1.8213053454789625
MUS,51.864406779661024,1.3250879343264177,65.97980319962105,-3.580438916329875,0.5249091999453782
